size;n;k;comp;swaps
select;400;0;789;2249
select;400;0;776;2378
select;400;0;849;2446
select;400;0;750;2227
select;400;0;828;2417
select;400;0;741;2188
select;400;0;793;2423
select;400;0;741;2179
select;400;0;829;2488
select;400;0;818;2431
select;400;0;797;2418
select;400;0;726;2254
select;400;0;704;2093
select;400;0;874;2438
select;400;0;815;2437
select;400;0;821;2445
select;400;0;792;2418
select;400;0;812;2408
select;400;0;790;2316
select;400;0;759;2271
select;400;0;765;2318
select;400;0;863;2532
select;400;0;862;2560
select;400;0;776;2355
select;400;0;812;2407
select;400;0;820;2393
select;400;0;797;2434
select;400;0;677;1989
select;400;0;819;2495
select;400;0;736;2217
select;400;0;799;2318
select;400;0;802;2397
select;400;0;807;2322
select;400;0;864;2532
select;400;0;684;2023
select;400;0;759;2258
select;400;0;786;2369
select;400;0;649;1981
select;400;0;787;2402
select;400;0;844;2461
select;400;0;660;1856
select;400;0;750;2225
select;400;0;825;2507
select;400;0;826;2419
select;400;0;793;2308
select;400;0;836;2482
select;400;0;810;2442
select;400;0;817;2389
select;400;0;831;2435
select;400;0;734;2125
select;400;0;805;2455
select;400;0;828;2456
select;400;0;737;2178
select;400;0;751;2287
select;400;0;826;2473
select;400;0;772;2299
select;400;0;808;2476
select;400;0;782;2361
select;400;0;830;2514
select;400;0;833;2476
select;400;0;815;2473
select;400;0;662;1956
select;400;0;778;2233
select;400;0;849;2476
select;400;0;751;2244
select;400;0;888;2620
select;400;0;813;2438
select;400;400/4;806;2396
select;400;400/4;774;2270
select;400;400/4;649;1890
select;400;400/4;816;2425
select;400;400/4;808;2381
select;400;400/4;
select;400;400/4;709;2129
select;400;400/4;801;2325
select;400;400/4;
select;400;400/4;
select;400;400/4;586;1746
select;400;400/4;791;2261
select;400;400/4;772;2272
select;400;400/4;
select;400;400/4;780;2281
select;400;400/4;772;2368
select;400;400/4;735;2224
select;400;400/4;832;2366
select;400;400/4;
select;400;400/4;723;2309
select;400;400/4;
select;400;400/4;729;2198
select;400;400/4;799;2359
select;400;400/4;
select;400;400/4;886;2547
select;400;400/4;
select;400;400/4;
select;400;400/4;634;1981
select;400;400/4;769;2274
select;400;400/4;758;2231
select;400;400/4;850;2486
select;400;400/4;824;2435
select;400;400/4;
select;400;400/4;708;2170
select;400;400/4;
select;400;400/4;
select;400;400/4;824;2401
select;400;400/4;
select;400;400/4;716;1997
select;400;400/4;
select;400;400/4;
select;400;400/4;806;2381
select;400;400/4;746;2277
select;400;400/4;
select;400;400/4;776;2309
select;400;400/4;
select;400;400/4;760;2281
select;400;400/4;
select;400;400/4;728;2263
select;400;400/4;720;2149
select;400;400/4;838;2429
select;400;400/4;663;2031
select;400;400/4;768;2332
select;400;400/4;794;2454
select;400;400/4;791;2344
select;400;400/4;742;2175
select;400;400/4;789;2323
select;400;400/4;737;2147
select;400;400/4;806;2390
select;400;400/4;821;2408
select;400;400/4;755;2325
select;400;400/4;
select;400;400/4;
select;400;400/4;744;2141
select;400;400/4;
select;400;400/4;
select;400;400/4;697;2063
select;400;400/4;774;2315
select;400;400/4;779;2285
select;400;400/4;798;2352
select;400;400/4;842;2504
select;400;400/4;
select;400;400/4;839;2373
select;400;400/4;
select;400;400/4;
select;400;400/4;
select;400;400/4;
select;400;400/4;676;2022
select;400;400/4;841;2425
select;400;400/4;
select;400;400/4;773;2242
select;400;400/4;770;2322
select;400;400/4;845;2368
select;400;400/4;
select;400;400/4;804;2372
select;400;400/4;722;2206
select;400;400/4;
select;400;400/4;789;2307
select;400;400/4;764;2301
select;400;400/4;739;2259
select;400;400/4;765;2287
select;400;400/4;810;2280
select;400;400/4;
select;400;400/4;729;2301
select;400;400/4;747;2218
select;400;400/4;
select;400;400/4;742;2223
select;400;400/4;677;1902
select;400;400/4;
select;400;400/4;754;2345
select;400;400/2;744;2188
select;400;400/2;721;2109
select;400;400/2;809;2313
select;400;400/2;673;2043
select;400;400/2;685;1978
select;400;400/2;
select;400;400/2;688;2066
select;400;400/2;720;2192
select;400;400/2;840;2457
select;400;400/2;781;2324
select;400;400/2;746;2249
select;400;400/2;
select;400;400/2;
select;400;400/2;728;2117
select;400;400/2;767;2354
select;400;400/2;
select;400;400/2;
select;400;400/2;721;2238
select;400;400/2;
select;400;400/2;578;1688
select;400;400/2;793;2397
select;400;400/2;674;2015
select;400;400/2;819;2399
select;400;400/2;755;2269
select;400;400/2;677;1958
select;400;400/2;754;2239
select;400;400/2;821;2404
select;400;400/2;
select;400;400/2;819;2322
select;400;400/2;
select;400;400/2;638;1918
select;400;400/2;790;2287
select;400;400/2;837;2337
select;400;400/2;
select;400;400/2;871;2516
select;400;400/2;770;2183
select;400;400/2;744;2091
select;400;400/2;705;1981
select;400;400/2;
select;400;400/2;
select;400;400/2;
select;400;400/2;743;2152
select;400;400/2;774;2316
select;400;400/2;584;1708
select;400;400/2;802;2307
select;400;400/2;688;1946
select;400;400/2;746;2350
select;400;400/2;777;2308
select;400;400/2;838;2412
select;400;400/2;
select;400;400/2;755;2188
select;400;400/2;796;2328
select;400;400/2;
select;400;400/2;816;2352
select;400;400/2;
select;400;400/2;804;2367
select;400;400/2;858;2495
select;400;400/2;688;1952
select;400;400/2;561;1773
select;400;400/2;744;2275
select;400;400/2;760;2249
select;400;400/2;807;2326
select;400;400/2;
select;400;400/2;812;2354
select;400;400/2;770;2308
select;400;400/2;
select;400;400/2;852;2452
select;400;400/2;840;2481
select;400;400/2;745;2327
select;400;400/2;678;1936
select;400;400/2;
select;400;400/2;771;2349
select;400;400/2;
select;400;400/2;803;2363
select;400;400/2;782;2268
select;400;400/2;779;2281
select;400;400/2;602;1775
select;400;400/2;789;2270
select;400;400/2;772;2296
select;400;400/2;744;2233
select;400;400/2;799;2273
select;400;400/2;839;2423
select;400;400/2;786;2306
select;400;400/2;631;1855
select;400;400/2;749;2033
select;400;400/2;641;1866
select;400;400/2;744;2209
select;400;400/2;745;2149
select;400;400/2;635;1917
select;400;400/2;766;2287
select;400;400/2;736;2246
select;400;400/2;653;1915
select;400;400/2;750;2208
select;400;400/2;667;2061
select;400;400/2;671;1983
select;400;400/2;833;2450
select;400;400/2;
select;400;400/2;835;2423
select;400;400/2;690;2058
select;400;400/2;
select;400;400-1;819;2394
select;400;400-1;879;2456
select;400;400-1;794;2341
select;400;400-1;774;2332
select;400;400-1;786;2358
select;400;400-1;781;2253
select;400;400-1;763;2210
select;400;400-1;655;1861
select;400;400-1;708;2203
select;400;400-1;741;2162
select;400;400-1;710;2173
select;400;400-1;599;1854
select;400;400-1;766;2222
select;400;400-1;
select;400;400-1;759;2322
select;400;400-1;
select;400;400-1;
select;400;400-1;802;2422
select;400;400-1;766;2203
select;400;400-1;
select;400;400-1;790;2472
select;400;400-1;801;2340
select;400;400-1;736;2135
select;400;400-1;
select;400;400-1;638;1872
select;400;400-1;825;2440
select;400;400-1;805;2382
select;400;400-1;
select;400;400-1;854;2511
select;400;400-1;758;2330
select;400;400-1;830;2383
select;400;400-1;689;2096
select;400;400-1;762;2294
select;400;400-1;690;2111
select;400;400-1;
select;400;400-1;
select;400;400-1;829;2363
select;400;400-1;780;2260
select;400;400-1;800;2402
select;400;400-1;732;2090
select;400;400-1;785;2371
select;400;400-1;
select;400;400-1;718;2187
select;400;400-1;796;2363
select;400;400-1;
select;400;400-1;767;2222
select;400;400-1;621;1896
select;400;400-1;
select;400;400-1;738;2196
select;400;400-1;797;2287
select;400;400-1;742;2207
select;400;400-1;790;2402
select;400;400-1;836;2337
select;400;400-1;735;2273
select;400;400-1;
select;400;400-1;751;2239
select;400;400-1;784;2254
select;400;400-1;
select;400;400-1;
select;400;400-1;839;2494
select;400;400-1;
select;400;400-1;758;2354
select;400;400-1;
select;400;400-1;774;2293
select;400;400-1;753;2234
select;400;400-1;810;2310
select;400;400-1;809;2435
select;400;400-1;722;2160
select;400;400-1;765;2247
select;400;400-1;781;2288
select;400;400-1;790;2228
select;400;400-1;807;2362
select;400;400-1;
select;400;400-1;717;2163
select;400;400-1;780;2347
select;400;400-1;798;2304
select;400;400-1;
select;400;400-1;
select;400;400-1;826;2390
select;400;400-1;790;2275
select;400;400-1;
select;400;400-1;800;2314
select;400;400-1;718;2051
select;400;400-1;783;2225
select;400;400-1;814;2438
select;400;400-1;792;2374
select;400;400-1;764;2293
select;400;400-1;856;2514
select;400;400-1;
select;400;400-1;
select;400;400-1;766;2306
select;400;400-1;821;2356
select;400;400-1;756;2309
select;400;400-1;817;2390
select;400;400-1;813;2302
select;400;400-1;752;2211
select;400;400-1;787;2145
select;400;400-1;830;2442
select;400;400-1;
select;400;400-1;
select;500;0;974;2762
select;500;0;1033;2957
select;500;0;850;2490
select;500;0;857;2449
select;500;0;1084;3216
select;500;0;1015;2939
select;500;0;938;2721
select;500;0;1058;3134
select;500;0;1037;3086
select;500;0;994;2823
select;500;0;1057;2992
select;500;0;999;2899
select;500;0;1070;3112
select;500;0;1097;3240
select;500;0;1058;3163
select;500;0;1082;3171
select;500;0;1062;3148
select;500;0;905;2665
select;500;0;1010;2976
select;500;0;1037;3064
select;500;0;879;2559
select;500;0;952;2803
select;500;0;915;2647
select;500;0;1077;3182
select;500;0;959;2796
select;500;0;1030;2997
select;500;0;1081;3196
select;500;0;993;2936
select;500;0;911;2706
select;500;0;1099;3221
select;500;0;1060;3147
select;500;0;1060;3204
select;500;0;959;2851
select;500;0;926;2721
select;500;0;1039;2931
select;500;0;912;2756
select;500;0;1039;3121
select;500;0;1048;3017
select;500;0;1054;3058
select;500;0;906;2737
select;500;0;1025;2909
select;500;0;1032;3009
select;500;0;994;2871
select;500;0;1029;3080
select;500;0;1056;3206
select;500;0;1033;3107
select;500;0;1083;3231
select;500;0;949;2856
select;500;0;1033;2992
select;500;0;1025;3017
select;500;0;949;2787
select;500;0;1063;3146
select;500;0;944;2748
select;500;0;908;2624
select;500;0;1066;3162
select;500;0;986;2936
select;500;0;999;2882
select;500;0;1058;3082
select;500;0;1139;3264
select;500;0;1106;3205
select;500;0;1025;3002
select;500;0;958;2896
select;500;0;1060;3129
select;500;0;981;2898
select;500;0;974;3033
select;500;0;1060;3104
select;500;0;1048;3151
select;500;0;984;2863
select;500;0;1015;3022
select;500;0;1093;3150
select;500;0;1068;3093
select;500;0;1018;2933
select;500;0;1064;3157
select;500;0;962;2757
select;500;0;988;2912
select;500;0;1002;3099
select;500;0;1112;3163
select;500;0;1080;3176
select;500;0;980;2895
select;500;0;918;2659
select;500;0;1079;3199
select;500;0;1040;3116
select;500;0;1018;2910
select;500;0;1046;3201
select;500;0;1035;3073
select;500;0;1088;3191
select;500;0;1058;3092
select;500;0;906;2641
select;500;0;962;2795
select;500;0;1045;3171
select;500;0;1012;3047
select;500;0;907;2640
select;500;0;966;2866
select;500;0;843;2402
select;500;0;1070;3185
select;500;0;1038;3036
select;500;0;1058;3134
select;500;0;999;2865
select;500;0;1030;3017
select;500;0;1040;3072
select;500;500/4;1047;3008
select;500;500/4;
select;500;500/4;839;2512
select;500;500/4;
select;500;500/4;1002;3035
select;500;500/4;999;3015
select;500;500/4;1017;2886
select;500;500/4;1017;2968
select;500;500/4;965;2876
select;500;500/4;804;2419
select;500;500/4;1039;3038
select;500;500/4;1073;3190
select;500;500/4;1023;2853
select;500;500/4;1012;2937
select;500;500/4;993;2805
select;500;500/4;900;2623
select;500;500/4;1079;3080
select;500;500/4;
select;500;500/4;
select;500;500/4;
select;500;500/4;1002;2845
select;500;500/4;
select;500;500/4;1023;2926
select;500;500/4;997;3026
select;500;500/4;
select;500;500/4;1083;3143
select;500;500/4;
select;500;500/4;
select;500;500/4;
select;500;500/4;1111;3157
select;500;500/4;975;2891
select;500;500/4;922;2884
select;500;500/4;
select;500;500/4;941;2747
select;500;500/4;958;2898
select;500;500/4;1076;3081
select;500;500/4;1014;3098
select;500;500/4;1033;3000
select;500;500/4;861;2475
select;500;500/4;1007;2907
select;500;500/4;
select;500;500/4;1036;3054
select;500;500/4;
select;500;500/4;
select;500;500/4;919;2798
select;500;500/4;1010;2881
select;500;500/4;1063;3123
select;500;500/4;1028;2942
select;500;500/4;1053;3087
select;500;500/4;1040;3005
select;500;500/4;935;2727
select;500;500/4;
select;500;500/4;1034;3001
select;500;500/4;995;3037
select;500;500/4;863;2463
select;500;500/4;
select;500;500/4;965;2889
select;500;500/4;1016;3017
select;500;500/4;987;2838
select;500;500/4;995;2960
select;500;500/4;987;2940
select;500;500/4;980;2875
select;500;500/4;890;2782
select;500;500/4;
select;500;500/4;988;2971
select;500;500/4;911;2750
select;500;500/4;972;3037
select;500;500/4;856;2542
select;500;500/4;
select;500;500/4;899;2676
select;500;500/4;1079;3093
select;500;500/4;
select;500;500/4;1077;3181
select;500;500/4;870;2522
select;500;500/4;1088;3063
select;500;500/4;1054;3120
select;500;500/4;1034;2934
select;500;500/4;938;2929
select;500;500/4;859;2754
select;500;500/4;797;2251
select;500;500/4;1081;3093
select;500;500/4;881;2470
select;500;500/4;1020;3010
select;500;500/4;987;2983
select;500;500/4;
select;500;500/4;1036;3013
select;500;500/4;
select;500;500/4;977;2938
select;500;500/4;881;2575
select;500;500/4;950;2740
select;500;500/4;1001;2879
select;500;500/4;
select;500;500/4;1017;3024
select;500;500/4;
select;500;500/4;1031;3047
select;500;500/4;1065;3104
select;500;500/4;1042;2997
select;500;500/4;1063;3133
select;500;500/4;809;2294
select;500;500/4;923;2690
select;500;500/2;
select;500;500/2;1099;3117
select;500;500/2;
select;500;500/2;1022;2979
select;500;500/2;968;2797
select;500;500/2;
select;500;500/2;974;2777
select;500;500/2;1065;3088
select;500;500/2;
select;500;500/2;883;2560
select;500;500/2;1055;3025
select;500;500/2;1037;2949
select;500;500/2;947;2920
select;500;500/2;
select;500;500/2;676;2097
select;500;500/2;
select;500;500/2;969;2707
select;500;500/2;1038;3063
select;500;500/2;
select;500;500/2;970;2876
select;500;500/2;1046;3070
select;500;500/2;
select;500;500/2;
select;500;500/2;938;2856
select;500;500/2;1104;3093
select;500;500/2;1051;2999
select;500;500/2;1102;3204
select;500;500/2;1010;2973
select;500;500/2;
select;500;500/2;1021;2988
select;500;500/2;
select;500;500/2;
select;500;500/2;1065;3077
select;500;500/2;949;2918
select;500;500/2;
select;500;500/2;
select;500;500/2;812;2367
select;500;500/2;844;2422
select;500;500/2;
select;500;500/2;1051;3098
select;500;500/2;1008;2936
select;500;500/2;1031;2955
select;500;500/2;1142;3243
select;500;500/2;
select;500;500/2;979;2992
select;500;500/2;1051;3042
select;500;500/2;1017;3081
select;500;500/2;950;2837
select;500;500/2;
select;500;500/2;
select;500;500/2;
select;500;500/2;985;2895
select;500;500/2;977;2861
select;500;500/2;
select;500;500/2;872;2523
select;500;500/2;972;2968
select;500;500/2;1027;2941
select;500;500/2;
select;500;500/2;819;2428
select;500;500/2;
select;500;500/2;
select;500;500/2;
select;500;500/2;864;2493
select;500;500/2;982;2887
select;500;500/2;
select;500;500/2;1083;3142
select;500;500/2;941;2907
select;500;500/2;1054;2999
select;500;500/2;
select;500;500/2;
select;500;500/2;1030;3006
select;500;500/2;904;2743
select;500;500/2;937;2715
select;500;500/2;1074;3138
select;500;500/2;895;2642
select;500;500/2;
select;500;500/2;1021;2999
select;500;500/2;
select;500;500/2;762;2232
select;500;500/2;970;2726
select;500;500/2;993;2955
select;500;500/2;883;2584
select;500;500/2;1070;3060
select;500;500/2;731;2226
select;500;500/2;865;2509
select;500;500/2;930;2770
select;500;500/2;
select;500;500/2;877;2675
select;500;500/2;1048;3068
select;500;500/2;1084;3159
select;500;500/2;832;2426
select;500;500/2;995;2899
select;500;500/2;956;2845
select;500;500/2;1096;3128
select;500;500/2;1033;3021
select;500;500/2;853;2476
select;500;500/2;1088;3091
select;500;500/2;1017;3046
select;500;500/2;1031;2994
select;500;500/2;1070;3156
select;500;500-1;995;3008
select;500;500-1;1027;3035
select;500;500-1;820;2471
select;500;500-1;1046;3047
select;500;500-1;1073;3070
select;500;500-1;1049;3035
select;500;500-1;998;2890
select;500;500-1;936;2859
select;500;500-1;1002;2821
select;500;500-1;982;3007
select;500;500-1;869;2428
select;500;500-1;875;2598
select;500;500-1;
select;500;500-1;979;2819
select;500;500-1;
select;500;500-1;
select;500;500-1;973;2820
select;500;500-1;1051;3054
select;500;500-1;1045;2965
select;500;500-1;826;2491
select;500;500-1;1015;2969
select;500;500-1;956;2667
select;500;500-1;1006;2969
select;500;500-1;845;2513
select;500;500-1;
select;500;500-1;977;2913
select;500;500-1;
select;500;500-1;796;2330
select;500;500-1;
select;500;500-1;1089;3073
select;500;500-1;1044;3049
select;500;500-1;
select;500;500-1;
select;500;500-1;
select;500;500-1;821;2524
select;500;500-1;1027;3065
select;500;500-1;
select;500;500-1;975;2859
select;500;500-1;1040;3081
select;500;500-1;
select;500;500-1;916;2667
