size;n;k;comp;swaps
select;100;100/4;216;420
select;100;100/4;233;435
select;100;100/4;248;459
select;100;100/4;215;394
select;100;100/4;211;412
select;100;100/4;239;442
select;100;100/4;221;425
select;100;100/4;247;441
select;100;100/4;
select;100;100/4;
select;100;100/4;
select;100;100/4;
select;100;100/4;241;426
select;100;100/4;203;394
select;100;100/4;242;427
select;100;100/4;217;410
select;100;100/4;231;443
select;100;100/4;224;424
select;100;100/4;231;433
select;100;100/2;222;435
select;100;100/2;213;404
select;100;100/2;
select;100;100/2;237;449
select;100;100/2;
select;100;100/2;208;401
select;100;100/2;215;396
select;100;100/2;230;444
select;100;100/2;196;382
select;100;100/2;221;404
select;100;100/2;240;464
select;100;100/2;225;418
select;100;100/2;208;400
select;100;100/2;235;436
select;100;100/2;245;454
select;100;100/2;228;427
select;100;100/2;
select;100;100/2;211;424
select;100;100/2;253;487
select;100;100/2;235;428
select;100;100/2;216;394
select;100;100/2;224;440
select;100;100/2;236;444
select;100;100/2;241;451
select;100;100/2;202;383
select;100;100/2;193;369
select;100;100/2;
select;100;100/2;251;462
select;100;100/2;
select;100;100/2;207;416
select;100;100/2;
select;100;100/2;219;427
select;100;100/2;203;397
select;100;100/2;207;388
select;100;100/2;
select;100;100/2;220;434
select;100;100/2;
select;100;100/2;214;415
select;100;100/2;204;384
select;100;100/2;
select;100;100/2;253;468
select;100;100/2;217;417
select;100;100/2;216;423
select;100;100/2;217;397
select;100;100/2;198;397
select;100;100/2;186;384
select;100;100/2;236;447
select;100;100/2;213;405
select;100;100/2;208;419
select;100;100/2;205;395
select;100;100/2;216;427
select;100;100/2;
select;100;100/2;227;430
select;100;100/2;226;442
select;100;100/2;225;409
select;100;100/2;241;445
select;100;100/2;210;408
select;100;100/2;225;409
select;100;100/2;206;405
select;100;100/2;
select;100;100/2;250;461
select;100;100/2;201;381
select;100;100/2;192;372
select;100;100/2;
select;100;100/2;217;424
select;100;100/2;249;468
select;100;100/2;218;429
select;100;100/2;205;411
select;100;100/2;
select;100;100/2;197;376
select;100;100/2;222;405
select;100;100/2;233;433
select;100;100/2;
select;100;100/2;194;392
select;100;100/2;235;451
select;100;100/2;232;447
select;100;100/2;
select;100;100/2;208;391
select;100;100/2;196;406
select;100;100/2;
select;100;100/2;236;437
select;100;100/2;250;451
select;100;100/2;217;410
select;100;100/2;201;391
select;100;100/2;213;427
select;100;100/2;220;416
select;100;100/2;205;400
select;100;100/2;204;403
select;100;100/2;
select;100;100/2;224;426
select;100;100/2;219;417
select;100;100/2;206;404
select;100;100/2;
select;100;100/2;271;481
select;100;100/2;251;454
select;100;100/2;
select;100;100/2;226;418
select;100;100/2;235;437
select;100;100/2;157;334
select;100;100/2;
select;100;100-1;211;413
select;100;100-1;
select;100;100-1;246;440
select;100;100-1;
select;100;100-1;215;417
select;100;100-1;248;450
select;100;100-1;
select;100;100-1;
select;100;100-1;238;431
select;100;100-1;230;439
select;100;100-1;233;444
select;100;100-1;228;439
select;100;100-1;258;476
select;100;100-1;207;403
select;100;100-1;
select;100;100-1;202;383
select;100;100-1;
select;100;100-1;225;421
select;100;100-1;231;428
select;100;100-1;
select;100;100-1;
select;100;100-1;211;404
select;100;100-1;265;481
select;100;100-1;
select;100;100-1;231;440
select;100;100-1;205;400
select;100;100-1;243;442
select;100;100-1;212;405
select;100;100-1;
select;100;100-1;245;443
select;100;100-1;245;454
select;100;100-1;221;431
select;100;100-1;252;470
select;100;100-1;
select;100;100-1;173;350
select;100;100-1;204;387
select;100;100-1;205;404
select;100;100-1;218;411
select;100;100-1;
select;100;100-1;240;448
select;100;100-1;236;439
select;100;100-1;238;451
select;100;100-1;214;424
select;100;100-1;
select;100;100-1;220;426
select;100;100-1;220;413
select;100;100-1;
select;100;100-1;208;409
select;100;100-1;202;403
select;100;100-1;
select;100;100-1;242;451
select;100;100-1;187;368
select;100;100-1;218;431
select;100;100-1;220;425
select;100;100-1;207;402
select;100;100-1;
select;100;100-1;232;446
select;100;100-1;213;412
select;100;100-1;230;439
select;100;100-1;256;471
select;100;100-1;248;471
select;100;100-1;225;441
select;100;100-1;235;455
select;100;100-1;216;425
select;100;100-1;210;410
select;100;100-1;229;413
select;100;100-1;245;456
select;100;100-1;
select;100;100-1;232;440
select;100;100-1;
select;100;100-1;221;399
select;100;100-1;225;438
select;100;100-1;
select;100;100-1;225;403
select;100;100-1;
select;100;100-1;246;447
select;100;100-1;179;359
select;100;100-1;210;423
select;100;100-1;202;390
select;100;100-1;232;432
select;100;100-1;230;439
select;100;100-1;187;375
select;100;100-1;
select;100;100-1;255;457
select;100;100-1;230;419
select;100;100-1;201;404
select;100;100-1;
select;100;100-1;
select;100;100-1;265;483
select;100;100-1;249;449
select;100;100-1;217;402
select;100;100-1;214;419
select;100;100-1;
select;100;100-1;225;420
select;100;100-1;230;424
select;100;100-1;212;432
select;100;100-1;
select;100;100-1;223;419
select;100;100-1;
select;100;100-1;
select;200;0;521;999
select;200;0;533;1010
select;200;0;491;959
select;200;0;561;1054
select;200;0;505;976
select;200;0;532;1006
select;200;0;595;1110
select;200;0;468;875
select;200;0;520;1001
select;200;0;465;861
select;200;0;496;935
select;200;0;563;1085
select;200;0;563;1060
select;200;0;461;859
select;200;0;528;1021
select;200;0;514;976
select;200;0;499;934
select;200;0;480;905
select;200;0;496;944
select;200;0;514;987
select;200;0;507;920
select;200;0;537;1038
select;200;0;496;911
select;200;0;458;848
select;200;0;548;1021
select;200;0;533;1014
select;200;0;542;934
select;200;0;472;868
select;200;0;528;1005
select;200;0;509;954
select;200;0;524;1000
select;200;0;589;1114
select;200;0;449;821
select;200;0;497;934
select;200;0;465;865
select;200;0;494;895
select;200;0;507;999
select;200;0;489;901
select;200;0;530;1006
select;200;0;496;932
select;200;0;523;974
select;200;0;508;962
select;200;0;505;962
select;200;0;522;971
select;200;0;552;1025
select;200;0;503;926
select;200;0;484;905
select;200;0;493;938
select;200;0;492;892
select;200;0;540;1020
select;200;0;518;940
select;200;0;553;1048
select;200;0;528;978
select;200;0;535;972
select;200;0;545;1033
select;200;0;538;985
select;200;0;523;1031
select;200;0;532;1019
select;200;0;581;1078
select;200;0;510;950
select;200;0;587;1090
select;200;0;522;1014
select;200;0;462;865
select;200;0;533;1036
select;200;0;524;967
select;200;0;517;989
select;200;0;482;936
select;200;0;472;912
select;200;0;495;968
select;200;0;530;974
select;200;0;494;879
select;200;0;495;941
select;200;0;517;971
select;200;0;521;970
select;200;0;556;1036
select;200;0;509;948
select;200;0;549;989
select;200;0;497;884
select;200;0;510;917
select;200;0;545;1057
select;200;0;472;853
select;200;0;524;995
select;200;0;547;1029
select;200;0;540;1020
select;200;0;512;995
select;200;0;551;1010
select;200;0;552;1050
select;200;0;477;895
select;200;0;483;873
select;200;0;515;945
select;200;0;574;1094
select;200;0;457;832
select;200;0;560;1062
select;200;0;517;997
select;200;0;520;990
select;200;0;480;892
select;200;0;504;926
select;200;0;541;1013
select;200;0;570;1041
select;200;0;529;990
select;200;200/4;491;921
select;200;200/4;
select;200;200/4;434;803
select;200;200/4;
select;200;200/4;443;860
select;200;200/4;464;879
select;200;200/4;430;818
select;200;200/4;475;872
select;200;200/4;455;872
select;200;200/4;523;984
select;200;200/4;434;797
select;200;200/4;453;865
select;200;200/4;474;913
select;200;200/4;
select;200;200/4;
select;200;200/4;
select;200;200/4;452;850
select;200;200/4;424;784
select;200;200/4;
select;200;200/4;465;859
select;200;200/4;
select;200;200/4;471;880
select;200;200/4;470;876
select;200;200/4;476;916
select;200;200/4;
select;200;200/4;
select;200;200/4;486;922
select;200;200/4;439;819
select;200;200/4;483;894
select;200;200/4;539;972
select;200;200/4;
select;200;200/4;
select;200;200/4;491;877
select;200;200/4;458;820
select;200;200/4;
select;200;200/4;511;951
select;200;200/4;527;980
select;200;200/4;507;920
select;200;200/4;
select;200;200/4;425;800
select;200;200/4;512;967
select;200;200/4;497;945
select;200;200/4;467;853
select;200;200/4;520;940
select;200;200/4;528;938
select;200;200/4;498;947
select;200;200/4;482;913
select;200;200/4;494;935
select;200;200/4;481;918
select;200;200/4;486;913
select;200;200/4;470;859
select;200;200/4;527;987
select;200;200/4;
select;200;200/4;444;828
select;200;200/4;492;920
select;200;200/4;483;928
select;200;200/4;461;870
select;200;200/4;470;893
select;200;200/4;472;919
select;200;200/4;470;882
select;200;200/4;523;962
select;200;200/4;493;906
select;200;200/4;456;881
select;200;200/4;490;916
select;200;200/4;562;1010
select;200;200/4;471;876
select;200;200/4;564;1003
select;200;200/4;472;895
select;200;200/4;
select;200;200/4;521;955
select;200;200/4;475;883
select;200;200/4;483;847
select;200;200/4;
select;200;200/4;470;909
select;200;200/4;
select;200;200/4;544;975
select;200;200/4;496;884
select;200;200/4;467;877
select;200;200/4;443;883
select;200;200/4;467;879
select;200;200/4;
select;200;200/4;438;838
select;200;200/4;468;889
select;200;200/4;450;880
select;200;200/4;
select;200;200/4;473;905
select;200;200/4;514;951
select;200;200/4;451;865
select;200;200/4;457;859
select;200;200/4;434;823
select;200;200/4;486;908
select;200;200/4;494;920
select;200;200/4;506;955
select;200;200/4;
select;200;200/4;457;876
select;200;200/4;453;870
select;200;200/4;479;908
select;200;200/4;466;877
select;200;200/4;
select;200;200/4;381;745
select;200;200/2;
select;200;200/2;443;815
select;200;200/2;513;942
select;200;200/2;
select;200;200/2;521;955
select;200;200/2;483;892
select;200;200/2;
select;200;200/2;537;947
select;200;200/2;495;900
select;200;200/2;
select;200;200/2;499;964
select;200;200/2;469;890
select;200;200/2;
select;200;200/2;469;897
select;200;200/2;516;968
select;200;200/2;450;867
select;200;200/2;
select;200;200/2;441;842
select;200;200/2;478;912
select;200;200/2;470;871
select;200;200/2;495;921
select;200;200/2;452;862
select;200;200/2;
select;200;200/2;448;856
select;200;200/2;493;915
select;200;200/2;488;938
select;200;200/2;483;895
select;200;200/2;523;958
select;200;200/2;466;867
select;200;200/2;437;820
select;200;200/2;
select;200;200/2;431;825
select;200;200/2;
select;200;200/2;472;879
select;200;200/2;440;807
select;200;200/2;474;899
select;200;200/2;433;827
select;200;200/2;481;862
select;200;200/2;523;959
select;200;200/2;511;953
select;200;200/2;463;869
select;200;200/2;503;903
select;200;200/2;513;943
select;200;200/2;451;886
select;200;200/2;
select;200;200/2;
select;200;200/2;511;914
select;200;200/2;520;940
select;200;200/2;510;915
select;200;200/2;455;868
select;200;200/2;484;892
select;200;200/2;
select;200;200/2;552;1007
select;200;200/2;426;794
select;200;200/2;534;976
select;200;200/2;493;926
select;200;200/2;487;915
select;200;200/2;531;984
select;200;200/2;
select;200;200/2;475;884
select;200;200/2;470;899
select;200;200/2;
select;200;200/2;
select;200;200/2;
select;200;200/2;561;1003
select;200;200/2;482;944
select;200;200/2;491;883
select;200;200/2;457;896
select;200;200/2;
select;200;200/2;444;848
select;200;200/2;503;923
select;200;200/2;
select;200;200/2;480;913
select;200;200/2;494;915
select;200;200/2;498;935
select;200;200/2;452;831
select;200;200/2;415;787
select;200;200/2;545;991
select;200;200/2;
select;200;200/2;525;948
select;200;200/2;474;921
select;200;200/2;442;821
select;200;200/2;
select;200;200/2;474;861
select;200;200/2;549;992
select;200;200/2;521;967
select;200;200/2;491;941
select;200;200/2;498;920
select;200;200/2;467;885
select;200;200/2;462;903
select;200;200/2;446;884
select;200;200/2;430;834
select;200;200/2;486;904
select;200;200/2;513;942
select;200;200/2;506;955
select;200;200/2;437;820
select;200;200/2;520;944
select;200;200/2;456;882
select;200;200/2;500;914
select;200;200/2;
select;200;200-1;454;866
select;200;200-1;507;925
select;200;200-1;442;799
select;200;200-1;529;970
select;200;200-1;490;927
select;200;200-1;
select;200;200-1;
select;200;200-1;490;892
select;200;200-1;
select;200;200-1;511;969
select;200;200-1;
select;200;200-1;475;892
select;200;200-1;517;980
select;200;200-1;518;984
select;200;200-1;509;964
select;200;200-1;527;949
select;200;200-1;
select;200;200-1;481;916
select;200;200-1;501;900
select;200;200-1;460;860
select;200;200-1;478;899
select;200;200-1;493;928
select;200;200-1;430;834
select;200;200-1;502;927
select;200;200-1;499;941
select;200;200-1;
select;200;200-1;465;903
select;200;200-1;486;887
select;200;200-1;517;964
select;200;200-1;503;930
select;200;200-1;466;853
select;200;200-1;518;957
select;200;200-1;562;1001
select;200;200-1;457;890
select;200;200-1;542;982
select;200;200-1;415;784
select;200;200-1;
select;200;200-1;514;918
select;200;200-1;
select;200;200-1;479;894
select;200;200-1;401;777
select;200;200-1;475;856
select;200;200-1;
select;200;200-1;426;838
select;200;200-1;477;886
select;200;200-1;438;825
select;200;200-1;461;861
select;200;200-1;507;928
select;200;200-1;504;917
select;200;200-1;509;942
select;200;200-1;447;877
select;200;200-1;465;904
select;200;200-1;471;869
select;200;200-1;541;1029
select;200;200-1;475;933
select;200;200-1;485;908
select;200;200-1;473;909
select;200;200-1;472;904
select;200;200-1;
select;200;200-1;532;993
select;200;200-1;464;884
select;200;200-1;433;835
select;200;200-1;
select;200;200-1;
select;200;200-1;504;952
select;200;200-1;448;801
select;200;200-1;491;899
select;200;200-1;505;950
select;200;200-1;475;913
select;200;200-1;466;888
select;200;200-1;485;932
select;200;200-1;485;909
select;200;200-1;502;933
select;200;200-1;516;914
select;200;200-1;467;888
select;200;200-1;468;883
select;200;200-1;483;908
select;200;200-1;465;880
select;200;200-1;465;863
select;200;200-1;
select;200;200-1;456;882
select;200;200-1;459;893
select;200;200-1;484;916
select;200;200-1;468;886
select;200;200-1;
select;200;200-1;
select;200;200-1;
select;200;200-1;447;853
select;200;200-1;523;971
select;200;200-1;423;843
select;200;200-1;
select;200;200-1;448;829
select;200;200-1;415;785
select;200;200-1;536;980
select;200;200-1;530;985
select;200;200-1;537;966
select;200;200-1;454;855
select;200;200-1;
select;200;200-1;450;845
select;200;200-1;484;913
select;300;0;810;1481
select;300;0;801;1440
select;300;0;748;1332
select;300;0;825;1471
select;300;0;870;1629
select;300;0;823;1523
select;300;0;916;1678
select;300;0;812;1499
select;300;0;740;1405
select;300;0;799;1498
select;300;0;792;1477
select;300;0;833;1553
select;300;0;882;1618
select;300;0;824;1471
select;300;0;823;1541
select;300;0;837;1538
select;300;0;832;1526
select;300;0;799;1508
select;300;0;765;1475
select;300;0;770;1444
select;300;0;786;1430
select;300;0;745;1395
select;300;0;781;1468
select;300;0;758;1410
select;300;0;735;1375
select;300;0;759;1420
select;300;0;852;1608
select;300;0;835;1543
select;300;0;788;1419
select;300;0;836;1554
select;300;0;821;1503
select;300;0;766;1381
select;300;0;847;1594
select;300;0;803;1482
select;300;0;793;1483
select;300;0;815;1539
select;300;0;719;1299
select;300;0;853;1582
select;300;0;782;1438
select;300;0;776;1408
select;300;0;792;1461
select;300;0;751;1371
select;300;0;796;1475
select;300;0;778;1395
select;300;0;841;1580
select;300;0;713;1296
select;300;0;741;1359
select;300;0;800;1492
select;300;0;813;1501
select;300;0;806;1492
select;300;0;751;1411
select;300;0;802;1502
select;300;0;813;1494
select;300;0;787;1419
select;300;0;802;1538
select;300;0;830;1520
select;300;0;808;1534
select;300;0;756;1376
select;300;0;897;1646
select;300;0;800;1495
select;300;0;856;1554
select;300;0;725;1318
select;300;0;739;1377
select;300;0;683;1246
select;300;0;838;1563
select;300;0;823;1538
select;300;0;751;1384
select;300;0;853;1569
select;300;0;862;1570
select;300;0;794;1461
select;300;0;701;1281
select;300;0;775;1445
select;300;0;844;1591
select;300;0;770;1422
select;300;0;780;1459
select;300;0;815;1517
select;300;0;726;1324
select;300;0;814;1477
select;300;0;802;1493
select;300;0;762;1489
select;300;0;797;1514
select;300;0;793;1450
select;300;0;796;1488
select;300;0;736;1372
select;300;0;820;1551
select;300;0;786;1467
select;300;0;783;1457
select;300;0;844;1580
select;300;0;810;1481
select;300;0;828;1535
select;300;0;758;1454
select;300;0;734;1374
select;300;0;819;1521
select;300;0;870;1619
select;300;0;825;1508
select;300;0;872;1605
select;300;0;831;1515
select;300;0;754;1350
select;300;0;868;1617
select;300;0;804;1485
select;300;300/4;715;1367
select;300;300/4;816;1486
select;300;300/4;
select;300;300/4;771;1415
select;300;300/4;813;1459
select;300;300/4;727;1393
select;300;300/4;
select;300;300/4;
select;300;300/4;
select;300;300/4;758;1424
select;300;300/4;
select;300;300/4;
select;300;300/4;
select;300;300/4;
select;300;300/4;757;1430
select;300;300/4;808;1496
select;300;300/4;702;1379
select;300;300/4;
select;300;300/4;813;1491
select;300;300/4;722;1338
select;300;300/4;
select;300;300/4;778;1461
select;300;300/4;720;1278
select;300;300/4;679;1242
select;300;300/4;775;1404
select;300;300/4;760;1402
select;300;300/4;690;1340
select;300;300/4;
select;300;300/4;774;1415
select;300;300/4;676;1311
select;300;300/4;
select;300;300/4;
select;300;300/4;762;1381
select;300;300/4;741;1376
select;300;300/4;751;1399
select;300;300/4;
select;300;300/4;684;1259
select;300;300/4;
select;300;300/4;820;1442
select;300;300/4;788;1468
select;300;300/4;726;1365
select;300;300/4;725;1366
select;300;300/4;
select;300;300/4;768;1340
select;300;300/4;801;1467
select;300;300/4;810;1475
select;300;300/4;810;1476
select;300;300/4;774;1428
select;300;300/4;
select;300;300/4;830;1507
select;300;300/4;833;1495
select;300;300/4;838;1516
select;300;300/4;
select;300;300/4;833;1533
select;300;300/4;774;1415
select;300;300/4;
select;300;300/4;746;1406
select;300;300/4;
select;300;300/4;723;1331
select;300;300/4;854;1526
select;300;300/4;701;1357
select;300;300/4;
select;300;300/4;720;1334
select;300;300/4;774;1456
select;300;300/4;815;1476
select;300;300/4;
select;300;300/4;760;1430
select;300;300/4;732;1394
select;300;300/4;752;1401
select;300;300/4;874;1552
select;300;300/4;
select;300;300/4;775;1430
select;300;300/4;726;1359
select;300;300/4;
select;300;300/4;
select;300;300/4;709;1308
select;300;300/4;757;1390
select;300;300/4;759;1415
select;300;300/4;761;1441
select;300;300/4;779;1443
select;300;300/4;
select;300;300/4;
select;300;300/4;806;1478
select;300;300/4;753;1406
select;300;300/4;687;1317
select;300;300/4;
select;300;300/4;742;1409
select;300;300/4;666;1232
select;300;300/4;778;1461
select;300;300/4;748;1383
select;300;300/4;791;1459
select;300;300/4;710;1348
select;300;300/4;871;1557
select;300;300/4;725;1318
select;300;300/4;
select;300;300/4;785;1453
select;300;300/4;746;1400
select;300;300/4;845;1513
select;300;300/4;757;1400
select;300;300/4;769;1379
select;300;300/2;730;1398
select;300;300/2;719;1344
select;300;300/2;788;1448
select;300;300/2;718;1347
select;300;300/2;757;1389
select;300;300/2;838;1518
select;300;300/2;769;1428
select;300;300/2;719;1304
select;300;300/2;779;1389
select;300;300/2;776;1410
select;300;300/2;766;1445
select;300;300/2;737;1376
select;300;300/2;727;1368
select;300;300/2;761;1416
select;300;300/2;
select;300;300/2;778;1447
select;300;300/2;
select;300;300/2;763;1431
select;300;300/2;789;1442
select;300;300/2;697;1290
select;300;300/2;768;1481
select;300;300/2;
select;300;300/2;845;1495
select;300;300/2;
select;300;300/2;683;1317
select;300;300/2;700;1332
select;300;300/2;
select;300;300/2;802;1480
select;300;300/2;777;1453
select;300;300/2;704;1351
select;300;300/2;721;1304
select;300;300/2;762;1431
select;300;300/2;811;1486
select;300;300/2;686;1263
select;300;300/2;
select;300;300/2;738;1378
select;300;300/2;852;1561
select;300;300/2;865;1543
select;300;300/2;718;1385
select;300;300/2;
select;300;300/2;715;1387
select;300;300/2;887;1564
select;300;300/2;747;1388
select;300;300/2;784;1469
select;300;300/2;697;1288
select;300;300/2;811;1483
select;300;300/2;720;1350
select;300;300/2;757;1428
select;300;300/2;
select;300;300/2;764;1412
select;300;300/2;819;1516
select;300;300/2;684;1326
select;300;300/2;781;1434
select;300;300/2;748;1401
select;300;300/2;762;1418
select;300;300/2;797;1399
select;300;300/2;
select;300;300/2;731;1315
select;300;300/2;716;1370
select;300;300/2;
select;300;300/2;
select;300;300/2;794;1488
select;300;300/2;708;1308
select;300;300/2;697;1297
select;300;300/2;743;1418
select;300;300/2;763;1408
select;300;300/2;813;1498
select;300;300/2;
select;300;300/2;799;1476
select;300;300/2;823;1467
select;300;300/2;811;1474
select;300;300/2;747;1392
select;300;300/2;713;1321
select;300;300/2;760;1411
select;300;300/2;789;1436
select;300;300/2;
select;300;300/2;735;1361
select;300;300/2;
select;300;300/2;752;1366
select;300;300/2;742;1399
select;300;300/2;677;1246
select;300;300/2;789;1432
select;300;300/2;798;1459
select;300;300/2;779;1445
select;300;300/2;754;1406
select;300;300/2;738;1374
select;300;300/2;
select;300;300/2;692;1315
select;300;300/2;
select;300;300/2;777;1419
select;300;300/2;
select;300;300/2;
select;300;300/2;625;1196
select;300;300/2;837;1508
select;300;300/2;743;1407
select;300;300/2;819;1484
select;300;300/2;744;1432
select;300;300/2;796;1417
select;300;300/2;771;1449
select;300;300/2;740;1394
select;300;300-1;803;1452
select;300;300-1;752;1358
select;300;300-1;
select;300;300-1;
select;300;300-1;761;1421
select;300;300-1;
select;300;300-1;872;1535
select;300;300-1;695;1336
select;300;300-1;757;1415
select;300;300-1;
select;300;300-1;783;1428
select;300;300-1;651;1228
select;300;300-1;
select;300;300-1;
select;300;300-1;717;1322
select;300;300-1;741;1370
select;300;300-1;689;1304
select;300;300-1;864;1541
select;300;300-1;741;1375
select;300;300-1;778;1430
select;300;300-1;789;1419
select;300;300-1;728;1384
select;300;300-1;666;1236
select;300;300-1;850;1536
select;300;300-1;751;1374
select;300;300-1;681;1281
select;300;300-1;738;1413
select;300;300-1;
select;300;300-1;800;1478
select;300;300-1;856;1535
select;300;300-1;832;1534
select;300;300-1;752;1362
select;300;300-1;794;1455
select;300;300-1;
select;300;300-1;786;1448
select;300;300-1;
select;300;300-1;813;1493
select;300;300-1;796;1453
select;300;300-1;706;1286
select;300;300-1;
select;300;300-1;742;1410
select;300;300-1;695;1269
select;300;300-1;814;1474
select;300;300-1;
select;300;300-1;662;1234
select;300;300-1;798;1470
select;300;300-1;
select;300;300-1;
select;300;300-1;760;1425
select;300;300-1;809;1504
select;300;300-1;793;1422
select;300;300-1;730;1335
select;300;300-1;764;1412
select;300;300-1;840;1503
select;300;300-1;750;1396
select;300;300-1;742;1417
select;300;300-1;773;1415
select;300;300-1;768;1418
select;300;300-1;703;1350
select;300;300-1;728;1369
select;300;300-1;730;1361
select;300;300-1;807;1450
select;300;300-1;845;1539
select;300;300-1;
select;300;300-1;721;1268
select;300;300-1;674;1234
select;300;300-1;720;1316
select;300;300-1;783;1437
select;300;300-1;755;1423
select;300;300-1;811;1511
select;300;300-1;767;1457
select;300;300-1;741;1406
select;300;300-1;
select;300;300-1;744;1414
select;300;300-1;739;1318
select;300;300-1;824;1459
select;300;300-1;683;1246
select;300;300-1;754;1404
select;300;300-1;833;1481
select;300;300-1;801;1453
select;300;300-1;687;1346
select;300;300-1;746;1362
select;300;300-1;706;1367
select;300;300-1;799;1460
select;300;300-1;694;1345
select;300;300-1;700;1233
select;300;300-1;771;1439
select;300;300-1;
select;300;300-1;832;1490
select;300;300-1;818;1509
select;300;300-1;727;1357
select;300;300-1;
select;300;300-1;
select;300;300-1;845;1520
select;300;300-1;790;1447
select;300;300-1;717;1404
select;300;300-1;
select;300;300-1;762;1402
select;300;300-1;756;1427
select;300;300-1;
select;400;0;1077;1973
select;400;0;945;1700
select;400;0;1178;2170
select;400;0;1088;2006
select;400;0;1052;1918
select;400;0;1113;2037
select;400;0;931;1680
select;400;0;1121;2093
select;400;0;1025;1925
select;400;0;1032;1923
select;400;0;1061;1974
select;400;0;1063;1929
select;400;0;1098;2021
select;400;0;1104;2031
select;400;0;1022;1856
select;400;0;1102;1987
select;400;0;1029;1832
select;400;0;1100;2004
select;400;0;1076;1997
select;400;0;1115;2002
select;400;0;1044;1828
select;400;0;1178;2150
select;400;0;1126;2106
select;400;0;1015;1866
select;400;0;940;1723
select;400;0;1084;1993
select;400;0;1107;2000
select;400;0;1006;1875
select;400;0;1099;1998
select;400;0;1085;1940
select;400;0;1090;2037
select;400;0;1043;1892
select;400;0;1062;1974
select;400;0;1128;2090
select;400;0;1070;1980
select;400;0;1015;1838
select;400;0;993;1855
select;400;0;1079;2040
select;400;0;1094;1991
select;400;0;1107;1994
select;400;0;1066;1961
select;400;0;1114;2020
select;400;0;961;1777
select;400;0;1055;1974
select;400;0;1058;1960
select;400;0;976;1774
select;400;0;1075;1994
select;400;0;1104;2039
select;400;0;1110;2018
select;400;0;1063;1970
select;400;0;1078;1989
select;400;0;1062;1908
select;400;0;1067;1960
select;400;0;1114;2092
select;400;0;1221;2224
select;400;0;1052;1941
select;400;0;1039;1909
select;400;0;1123;2043
select;400;0;1046;1979
select;400;0;1122;2053
select;400;0;1089;1965
select;400;0;985;1763
select;400;0;1077;2073
select;400;0;1054;1972
select;400;0;1064;1949
select;400;0;1119;2050
select;400;0;1125;2055
select;400;0;1065;1987
select;400;0;1127;2100
select;400;0;1246;2249
select;400;0;1162;2101
select;400;0;1109;2066
select;400;0;979;1729
select;400;0;1106;2109
select;400;0;1002;1859
select;400;0;1037;1891
select;400;0;992;1806
select;400;0;1046;1911
select;400;0;1042;1889
select;400;0;973;1728
select;400;0;1089;2019
select;400;0;1138;2094
select;400;0;997;1856
select;400;0;981;1793
select;400;0;1050;1953
select;400;0;1087;2035
select;400;0;1076;1956
select;400;0;974;1774
select;400;0;1087;2017
select;400;0;1046;1913
select;400;0;1166;2140
select;400;0;1051;1936
select;400;0;1011;1869
select;400;0;1074;1986
select;400;0;1114;1991
select;400;0;1049;1924
select;400;0;1049;1877
select;400;0;1088;1952
select;400;0;1149;2064
select;400;0;1129;2033
select;400;400/4;
select;400;400/4;
select;400;400/4;1016;1890
select;400;400/4;952;1728
select;400;400/4;977;1871
select;400;400/4;1145;2052
select;400;400/4;1039;1944
select;400;400/4;1107;1992
select;400;400/4;1050;1943
select;400;400/4;1049;1920
select;400;400/4;1058;1941
select;400;400/4;
select;400;400/4;978;1829
select;400;400/4;1129;2044
select;400;400/4;1051;1874
select;400;400/4;
select;400;400/4;1110;2022
select;400;400/4;1020;1905
select;400;400/4;1060;1886
select;400;400/4;
select;400;400/4;
select;400;400/4;1116;1953
select;400;400/4;966;1835
select;400;400/4;1114;2001
select;400;400/4;1107;2006
select;400;400/4;1093;1952
select;400;400/4;970;1806
select;400;400/4;1035;1909
select;400;400/4;1014;1909
select;400;400/4;1064;1891
select;400;400/4;1118;1978
select;400;400/4;1012;1900
select;400;400/4;
select;400;400/4;1036;1878
select;400;400/4;1054;1944
select;400;400/4;1024;1894
select;400;400/4;998;1804
select;400;400/4;1026;1864
select;400;400/4;
select;400;400/4;1034;1931
select;400;400/4;1121;2028
select;400;400/4;1091;1986
select;400;400/4;1110;1993
select;400;400/4;
select;400;400/4;948;1808
select;400;400/4;
select;400;400/4;1064;1919
select;400;400/4;1016;1794
select;400;400/4;1073;1945
select;400;400/4;
select;400;400/4;997;1857
select;400;400/4;1027;1869
select;400;400/4;990;1823
select;400;400/4;983;1875
select;400;400/4;1153;2059
select;400;400/4;1145;2053
select;400;400/4;1121;1996
select;400;400/4;1009;1828
select;400;400/4;1035;1914
select;400;400/4;1058;1948
select;400;400/4;
select;400;400/4;960;1765
select;400;400/4;1082;1983
select;400;400/4;1080;1945
select;400;400/4;1068;1912
select;400;400/4;1074;1954
select;400;400/4;1081;2023
select;400;400/4;
select;400;400/4;1069;1899
select;400;400/4;998;1875
select;400;400/4;1047;1916
select;400;400/4;1080;2000
select;400;400/4;932;1710
select;400;400/4;1003;1813
select;400;400/4;
select;400;400/4;1133;1997
select;400;400/4;1163;2045
select;400;400/4;996;1848
select;400;400/4;1005;1873
select;400;400/4;1109;1973
select;400;400/4;1020;1906
select;400;400/4;
select;400;400/4;929;1715
select;400;400/4;911;1718
select;400;400/4;1104;2004
select;400;400/4;1124;2010
select;400;400/4;
