type;n;k;comp;swaps
select;5000;5000-1;14822;26328
select;5000;5000-1;
select;5000;5000-1;
select;5000;5000-1;15981;27593
select;5000;5000-1;
select;5000;5000-1;15931;27529
select;5000;5000-1;15416;26857
select;5000;5000-1;15138;26602
select;5000;5000-1;13970;24553
select;5000;5000-1;15748;27195
select;5000;5000-1;14182;25442
select;5000;5000-1;15769;27320
select;5000;5000-1;14557;26135
select;5000;5000-1;15392;26824
select;5000;5000-1;14890;26174
select;5000;5000-1;14843;25967
select;5000;5000-1;
select;5000;5000-1;15641;27106
select;5000;5000-1;15860;27492
select;5000;5000-1;
select;5000;5000-1;14903;26351
select;5000;5000-1;
select;5000;5000-1;
select;5000;5000-1;15292;26773
select;5000;5000-1;16095;27771
select;5000;5000-1;
select;5000;5000-1;14852;25878
select;5000;5000-1;15283;26774
select;5000;5000-1;15294;26771
select;5000;5000-1;16199;27850
select;5000;5000-1;
select;5000;5000-1;
select;5000;5000-1;
select;5000;5000-1;15548;26949
select;5000;5000-1;15477;26785
select;5000;5000-1;14993;26465
select;5000;5000-1;15997;27522
select;5000;5000-1;
select;5000;5000-1;15729;27351
select;5000;5000-1;
select;5000;5000-1;14525;25871
select;5000;5000-1;14516;26095
select;5000;5000-1;14986;26642
select;5000;5000-1;15809;27330
select;5000;5000-1;15015;26494
select;5000;5000-1;15265;26751
select;5000;5000-1;
select;5000;5000-1;15303;26676
select;5000;5000-1;14958;26134
select;5000;5000-1;14601;25891
select;5000;5000-1;15204;26370
select;5000;5000-1;14957;26387
select;5000;5000-1;14807;26402
select;5000;5000-1;15274;27023
select;5000;5000-1;15164;26638
select;5000;5000-1;15911;27417
select;5000;5000-1;14946;26380
select;5000;5000-1;14935;26525
select;5000;5000-1;15650;27120
select;5000;5000-1;15622;27077
select;5000;5000-1;15031;26323
select;5000;5000-1;15694;27191
select;5000;5000-1;15433;27013
select;5000;5000-1;14879;26415
select;5000;5000-1;15176;26786
select;5000;5000-1;15757;27345
select;5000;5000-1;15082;26654
select;5000;5000-1;
select;5000;5000-1;
select;5000;5000-1;15285;26812
select;5000;5000-1;
select;5100;0;15083;26624
select;5100;0;15106;26745
select;5100;0;15338;26943
select;5100;0;15135;26490
select;5100;0;13745;24035
select;5100;0;15069;26596
select;5100;0;15584;27402
select;5100;0;14838;26103
select;5100;0;14953;26403
select;5100;0;15594;27427
select;5100;0;14975;26363
select;5100;0;15085;26710
select;5100;0;15364;26896
select;5100;0;15095;26825
select;5100;0;15204;26671
select;5100;0;14849;26366
select;5100;0;15138;26758
select;5100;0;15201;26683
select;5100;0;14991;26498
select;5100;0;15242;26846
select;5100;0;15253;26948
select;5100;0;15514;27102
select;5100;0;15703;27608
select;5100;0;15606;27260
select;5100;0;15111;26524
select;5100;0;14739;25776
select;5100;0;15293;26845
select;5100;0;15109;26461
select;5100;0;15056;26431
select;5100;0;15124;26519
select;5100;0;15207;26742
select;5100;0;15020;26371
select;5100;0;15262;26733
select;5100;0;15430;27106
select;5100;0;15276;26854
select;5100;0;14005;24504
select;5100;0;14656;25913
select;5100;0;15391;27121
select;5100;0;14537;25537
select;5100;0;15091;26704
select;5100;0;15265;26846
select;5100;0;14912;26310
select;5100;0;15172;26596
select;5100;0;14947;26297
select;5100;0;13763;24216
select;5100;0;15314;26901
select;5100;0;14933;26340
select;5100;0;14613;25748
select;5100;0;15086;26263
select;5100;0;15657;27502
select;5100;0;15174;26639
select;5100;0;15280;27013
select;5100;0;15016;26410
select;5100;0;14055;24525
select;5100;0;15320;27044
select;5100;0;15106;26629
select;5100;0;15312;26827
select;5100;0;15010;26413
select;5100;0;15101;26674
select;5100;0;15377;27089
select;5100;0;15256;26654
select;5100;0;15545;27348
select;5100;0;15542;27362
select;5100;0;15238;26768
select;5100;0;15249;26891
select;5100;0;15255;26609
select;5100;0;15372;26945
select;5100;0;14954;26203
select;5100;0;15056;26577
select;5100;0;15303;26677
select;5100;0;15055;26344
select;5100;0;15228;26609
select;5100;0;15046;26673
select;5100;0;15425;27232
select;5100;0;13711;24065
select;5100;0;15199;26719
select;5100;0;15223;26815
select;5100;0;15020;26558
select;5100;0;13881;24384
select;5100;0;15247;26942
select;5100;0;14886;26174
select;5100;0;15058;26578
select;5100;0;15094;26543
select;5100;0;15595;27356
select;5100;0;15252;26790
select;5100;0;15150;26784
select;5100;0;15305;26813
select;5100;0;14925;26240
select;5100;0;14610;25752
select;5100;0;15293;26972
select;5100;0;14595;25748
select;5100;0;15026;26382
select;5100;0;14998;26372
select;5100;0;15333;27018
select;5100;0;15239;26782
select;5100;0;15287;26998
select;5100;0;15282;26961
select;5100;0;15442;27261
select;5100;0;15315;26820
select;5100;0;15123;26622
select;5100;5100/4;
select;5100;5100/4;14260;25813
select;5100;5100/4;13371;24152
select;5100;5100/4;
select;5100;5100/4;
select;5100;5100/4;15775;27426
select;5100;5100/4;16094;28016
select;5100;5100/4;
select;5100;5100/4;15814;27694
select;5100;5100/4;15761;27622
select;5100;5100/4;15911;27880
select;5100;5100/4;
select;5100;5100/4;15244;26976
select;5100;5100/4;15045;26670
select;5100;5100/4;
select;5100;5100/4;15058;26885
select;5100;5100/4;15253;27132
select;5100;5100/4;14754;25890
select;5100;5100/4;
select;5100;5100/4;16101;27869
select;5100;5100/4;15119;26557
select;5100;5100/4;15075;26941
select;5100;5100/4;16082;27987
select;5100;5100/4;15450;27269
select;5100;5100/4;14583;26371
select;5100;5100/4;15838;27737
select;5100;5100/4;15638;27377
select;5100;5100/4;14760;26468
select;5100;5100/4;
select;5100;5100/4;14826;26421
select;5100;5100/4;15078;27012
select;5100;5100/4;15341;27334
select;5100;5100/4;15387;27110
select;5100;5100/4;16036;27726
select;5100;5100/4;15591;27435
select;5100;5100/4;15627;27335
select;5100;5100/4;15700;27615
select;5100;5100/4;15939;27618
select;5100;5100/4;
select;5100;5100/4;16048;27854
select;5100;5100/4;15843;27553
select;5100;5100/4;15308;26241
select;5100;5100/4;14948;26672
select;5100;5100/4;15268;26909
select;5100;5100/4;15807;27674
select;5100;5100/4;
select;5100;5100/4;15834;27783
select;5100;5100/4;15855;27437
select;5100;5100/4;14865;26792
select;5100;5100/4;
select;5100;5100/4;
select;5100;5100/4;15894;27649
select;5100;5100/4;14549;26069
select;5100;5100/4;15469;27228
select;5100;5100/4;
select;5100;5100/4;15114;26752
select;5100;5100/4;
select;5100;5100/4;15564;27415
select;5100;5100/4;13626;24240
select;5100;5100/4;13607;24120
select;5100;5100/4;15535;27241
select;5100;5100/4;14364;26006
select;5100;5100/4;14670;26443
select;5100;5100/4;14805;26235
select;5100;5100/4;
select;5100;5100/4;15531;27420
select;5100;5100/4;14778;26575
select;5100;5100/4;
select;5100;5100/4;
select;5100;5100/4;
select;5100;5100/4;15313;26924
select;5100;5100/4;15762;27547
select;5100;5100/4;15049;26682
select;5100;5100/4;15183;26973
select;5100;5100/4;15827;27585
select;5100;5100/4;15862;27656
select;5100;5100/4;14834;26627
select;5100;5100/4;15637;27456
select;5100;5100/4;
select;5100;5100/4;
select;5100;5100/4;
select;5100;5100/4;15718;27444
select;5100;5100/4;
select;5100;5100/4;15552;27447
select;5100;5100/4;14922;26154
select;5100;5100/4;16033;27875
select;5100;5100/4;
select;5100;5100/4;15257;26921
select;5100;5100/4;
select;5100;5100/4;15567;27295
select;5100;5100/4;16017;27837
select;5100;5100/4;
select;5100;5100/4;13137;23176
select;5100;5100/4;14995;26781
select;5100;5100/4;15163;27061
select;5100;5100/4;
select;5100;5100/4;14663;26007
select;5100;5100/4;15574;27366
select;5100;5100/4;13916;24604
select;5100;5100/4;15453;27039
select;5100;5100/2;15073;27010
select;5100;5100/2;15046;26729
select;5100;5100/2;15811;27761
select;5100;5100/2;15082;26841
select;5100;5100/2;14032;25346
select;5100;5100/2;
select;5100;5100/2;14604;26031
select;5100;5100/2;
select;5100;5100/2;
select;5100;5100/2;
select;5100;5100/2;15448;27317
select;5100;5100/2;14902;26737
select;5100;5100/2;16032;28044
select;5100;5100/2;15780;27720
select;5100;5100/2;15698;27283
select;5100;5100/2;
select;5100;5100/2;15228;26884
select;5100;5100/2;13355;24043
select;5100;5100/2;
select;5100;5100/2;14891;26853
select;5100;5100/2;15466;27098
select;5100;5100/2;15536;27284
select;5100;5100/2;15784;27551
select;5100;5100/2;
select;5100;5100/2;
select;5100;5100/2;16129;27816
select;5100;5100/2;15395;27153
select;5100;5100/2;
select;5100;5100/2;
select;5100;5100/2;14166;25955
select;5100;5100/2;15558;27118
select;5100;5100/2;15817;27681
select;5100;5100/2;15413;27148
select;5100;5100/2;15326;27275
select;5100;5100/2;15564;27419
select;5100;5100/2;
select;5100;5100/2;14742;26467
select;5100;5100/2;13818;24516
select;5100;5100/2;15274;27187
select;5100;5100/2;14761;26411
select;5100;5100/2;15254;26982
select;5100;5100/2;
select;5100;5100/2;
select;5100;5100/2;15983;27975
select;5100;5100/2;
select;5100;5100/2;
select;5100;5100/2;
select;5100;5100/2;15324;27146
select;5100;5100/2;
select;5100;5100/2;14166;25117
select;5100;5100/2;15317;27096
select;5100;5100/2;15250;26948
select;5100;5100/2;14533;26010
select;5100;5100/2;15925;27859
select;5100;5100/2;15477;27282
select;5100;5100/2;15254;27071
select;5100;5100/2;16183;28002
select;5100;5100/2;15916;27673
select;5100;5100/2;14152;24733
select;5100;5100/2;14563;26136
select;5100;5100/2;14477;25975
select;5100;5100/2;
select;5100;5100/2;14892;26060
select;5100;5100/2;15296;26811
select;5100;5100/2;15362;27122
select;5100;5100/2;16067;27842
select;5100;5100/2;16140;27801
select;5100;5100/2;15766;27534
select;5100;5100/2;15081;26668
select;5100;5100/2;
select;5100;5100/2;15240;26497
select;5100;5100/2;14952;26594
select;5100;5100/2;15076;26779
select;5100;5100/2;15817;27485
select;5100;5100/2;15813;27713
select;5100;5100/2;15618;27522
select;5100;5100/2;15465;27160
select;5100;5100/2;15526;27134
select;5100;5100/2;15057;26799
select;5100;5100/2;
select;5100;5100/2;15040;26946
select;5100;5100/2;15465;27017
select;5100;5100/2;
select;5100;5100/2;14981;26716
select;5100;5100/2;15565;27367
select;5100;5100/2;16185;28038
select;5100;5100/2;15370;26944
select;5100;5100/2;15812;27663
select;5100;5100/2;15320;27135
select;5100;5100/2;15912;27794
select;5100;5100/2;15819;27509
select;5100;5100/2;
select;5100;5100/2;
select;5100;5100/2;14842;26829
select;5100;5100/2;15069;26502
select;5100;5100/2;
select;5100;5100/2;15664;27449
select;5100;5100/2;
select;5100;5100/2;14849;26611
select;5100;5100/2;15246;26850
select;5100;5100-1;16067;27814
select;5100;5100-1;15665;27431
select;5100;5100-1;15301;27083
select;5100;5100-1;15222;27103
select;5100;5100-1;15541;27353
select;5100;5100-1;14891;26588
select;5100;5100-1;15567;27369
select;5100;5100-1;16490;28369
select;5100;5100-1;15665;27432
select;5100;5100-1;15879;27620
select;5100;5100-1;14864;25677
select;5100;5100-1;15484;27291
select;5100;5100-1;15754;27350
select;5100;5100-1;15107;26990
select;5100;5100-1;15293;27102
select;5100;5100-1;
select;5100;5100-1;14868;26444
select;5100;5100-1;14624;26449
select;5100;5100-1;15538;27269
select;5100;5100-1;15860;27670
select;5100;5100-1;15234;26982
select;5100;5100-1;15486;27139
select;5100;5100-1;14396;26032
select;5100;5100-1;15258;27075
select;5100;5100-1;15348;27135
select;5100;5100-1;15066;26559
select;5100;5100-1;15011;26778
select;5100;5100-1;15214;26826
select;5100;5100-1;
select;5100;5100-1;14946;26815
select;5100;5100-1;15229;27068
select;5100;5100-1;
select;5100;5100-1;15921;27892
select;5100;5100-1;14873;26622
select;5100;5100-1;15547;27224
select;5100;5100-1;14975;26624
select;5100;5100-1;14551;25832
select;5100;5100-1;15581;27211
select;5100;5100-1;14716;26236
select;5100;5100-1;16108;27970
select;5100;5100-1;14725;26215
select;5100;5100-1;15838;27614
select;5100;5100-1;15305;26991
select;5100;5100-1;
select;5100;5100-1;14703;25793
select;5100;5100-1;13991;25315
select;5100;5100-1;15291;26702
select;5100;5100-1;15742;27464
select;5100;5100-1;15709;27154
select;5100;5100-1;15638;27511
select;5100;5100-1;
select;5100;5100-1;14764;26575
select;5100;5100-1;15727;27636
select;5100;5100-1;14981;26754
select;5100;5100-1;14763;26306
select;5100;5100-1;15579;27528
select;5100;5100-1;14662;26399
select;5100;5100-1;14339;26018
select;5100;5100-1;14938;26209
select;5100;5100-1;14156;25227
select;5100;5100-1;
select;5100;5100-1;14486;26050
select;5100;5100-1;15196;27116
select;5100;5100-1;14982;26459
select;5100;5100-1;15691;27550
select;5100;5100-1;15424;27081
select;5100;5100-1;14624;26160
select;5100;5100-1;15193;26397
select;5100;5100-1;15188;26939
select;5100;5100-1;14523;26333
select;5100;5100-1;15966;27918
select;5100;5100-1;
select;5100;5100-1;14814;26609
select;5100;5100-1;15686;27664
select;5100;5100-1;
select;5100;5100-1;15516;27286
select;5100;5100-1;14085;24436
select;5100;5100-1;
select;5100;5100-1;15848;27496
select;5100;5100-1;15320;27080
select;5100;5100-1;14723;25721
select;5100;5100-1;15040;26583
select;5100;5100-1;14991;26877
select;5100;5100-1;15432;26931
select;5100;5100-1;
select;5100;5100-1;15464;26885
select;5100;5100-1;
select;5100;5100-1;14782;26537
select;5100;5100-1;15791;27378
select;5100;5100-1;15101;26540
select;5100;5100-1;15371;27282
select;5100;5100-1;16278;27953
select;5100;5100-1;16041;27917
select;5100;5100-1;15754;27258
select;5100;5100-1;
select;5100;5100-1;15460;27229
select;5100;5100-1;14919;26537
select;5100;5100-1;15176;26913
select;5100;5100-1;15725;27479
select;5100;5100-1;15567;27373
select;5200;0;15536;27404
select;5200;0;15360;27205
select;5200;0;15542;27374
select;5200;0;15484;27202
select;5200;0;15444;27099
select;5200;0;15343;26963
select;5200;0;15502;27369
select;5200;0;14583;25551
select;5200;0;15518;27219
select;5200;0;15491;27227
select;5200;0;15697;27702
select;5200;0;15004;26492
select;5200;0;15432;27159
select;5200;0;15380;27091
select;5200;0;15402;27249
select;5200;0;15392;27094
select;5200;0;15350;27012
select;5200;0;15678;27627
select;5200;0;15324;26880
select;5200;0;15323;26906
select;5200;0;15443;27112
select;5200;0;15358;26898
select;5200;0;15932;27690
select;5200;0;15528;27319
select;5200;0;15586;27458
select;5200;0;15251;26866
select;5200;0;15791;27930
select;5200;0;14234;24851
select;5200;0;15596;27495
select;5200;0;15300;26954
select;5200;0;15532;27503
select;5200;0;14562;25600
select;5200;0;15608;27433
select;5200;0;15685;27449
select;5200;0;15457;27284
select;5200;0;15496;27254
select;5200;0;15458;27245
select;5200;0;15364;26993
select;5200;0;15635;27626
select;5200;0;15234;26837
select;5200;0;15442;27132
select;5200;0;15752;27784
select;5200;0;15879;27710
select;5200;0;15440;27066
select;5200;0;15692;27534
select;5200;0;15634;27658
select;5200;0;15979;28056
select;5200;0;15721;27503
select;5200;0;15735;27754
select;5200;0;15283;26993
select;5200;0;15306;26839
select;5200;0;15438;27077
select;5200;0;15329;27138
select;5200;0;15372;26891
select;5200;0;15313;26959
select;5200;0;15385;27181
select;5200;0;14285;25053
select;5200;0;15550;27204
select;5200;0;15152;26575
select;5200;0;15492;27169
select;5200;0;15807;27730
select;5200;0;15721;27542
select;5200;0;15193;26743
select;5200;0;15654;27638
select;5200;0;15492;27092
select;5200;0;15744;27880
select;5200;0;15495;27184
select;5200;0;15378;26916
select;5200;0;15329;27013
select;5200;0;15551;27481
select;5200;0;14462;25588
select;5200;0;15483;27117
select;5200;0;15421;27388
select;5200;0;15073;26399
select;5200;0;14964;26303
select;5200;0;15313;26901
select;5200;0;15607;27534
select;5200;0;15327;26886
select;5200;0;15830;27934
select;5200;0;14193;24713
select;5200;0;15630;27475
select;5200;0;15541;27272
select;5200;0;15396;27148
select;5200;0;15251;26884
select;5200;0;15497;27365
select;5200;0;15072;26595
select;5200;0;15439;26991
select;5200;0;15250;27011
select;5200;0;14285;24886
select;5200;0;15548;27408
select;5200;0;15724;27728
select;5200;0;15675;27716
select;5200;0;15437;27048
select;5200;0;14999;26484
select;5200;0;15587;27460
select;5200;0;15515;27243
select;5200;0;15726;27727
select;5200;0;15672;27548
select;5200;0;15846;27840
select;5200;0;15836;27903
select;5200;5200/4;15580;27593
select;5200;5200/4;
select;5200;5200/4;
select;5200;5200/4;14600;26567
select;5200;5200/4;15955;27950
select;5200;5200/4;15581;27662
select;5200;5200/4;15908;28073
select;5200;5200/4;16175;28256
select;5200;5200/4;15589;27616
select;5200;5200/4;15336;27353
select;5200;5200/4;16370;28378
select;5200;5200/4;
select;5200;5200/4;16381;28261
select;5200;5200/4;
select;5200;5200/4;15765;27613
select;5200;5200/4;16488;28490
select;5200;5200/4;15250;27241
select;5200;5200/4;15340;27444
select;5200;5200/4;
select;5200;5200/4;16439;28571
select;5200;5200/4;14840;26511
select;5200;5200/4;15385;27373
select;5200;5200/4;15356;27295
select;5200;5200/4;
select;5200;5200/4;13690;24230
select;5200;5200/4;16515;28670
select;5200;5200/4;
select;5200;5200/4;16258;28332
select;5200;5200/4;15473;27118
select;5200;5200/4;15927;28074
select;5200;5200/4;14836;26903
select;5200;5200/4;14936;26947
select;5200;5200/4;
select;5200;5200/4;16479;28621
select;5200;5200/4;15639;27713
select;5200;5200/4;
select;5200;5200/4;
select;5200;5200/4;16367;28323
select;5200;5200/4;14814;26686
select;5200;5200/4;16034;28108
select;5200;5200/4;
select;5200;5200/4;16570;28483
select;5200;5200/4;15877;27624
select;5200;5200/4;15769;27400
select;5200;5200/4;15448;27367
select;5200;5200/4;16021;28145
select;5200;5200/4;
select;5200;5200/4;15632;27465
select;5200;5200/4;15002;26745
select;5200;5200/4;16467;28662
select;5200;5200/4;
select;5200;5200/4;
select;5200;5200/4;15744;27705
select;5200;5200/4;15340;27208
select;5200;5200/4;15312;27355
select;5200;5200/4;
select;5200;5200/4;
select;5200;5200/4;
select;5200;5200/4;
select;5200;5200/4;15011;26597
select;5200;5200/4;15456;27372
select;5200;5200/4;
select;5200;5200/4;15850;27932
select;5200;5200/4;15413;27357
select;5200;5200/4;15831;27971
select;5200;5200/4;15813;27722
select;5200;5200/4;16284;28115
select;5200;5200/4;15409;26972
select;5200;5200/4;15234;26674
select;5200;5200/4;15903;27970
select;5200;5200/4;16315;28528
select;5200;5200/4;14754;26555
select;5200;5200/4;15460;26996
select;5200;5200/4;15663;27574
select;5200;5200/4;16056;27999
select;5200;5200/4;
select;5200;5200/4;15560;26956
