type;n;k;comp;swaps
select;4800;4800/4;14079;25137
select;4800;4800/4;15068;25836
select;4800;4800/4;14825;26009
select;4800;4800/4;
select;4800;4800/4;13968;24543
select;4800;4800/4;13828;24056
select;4800;4800/4;14968;26098
select;4800;4800/4;14573;25527
select;4800;4800/4;13889;24780
select;4800;4800/4;13489;24116
select;4800;4800/4;13912;24959
select;4800;4800/4;13896;24724
select;4800;4800/4;14159;24981
select;4800;4800/4;14933;26104
select;4800;4800/4;
select;4800;4800/4;14010;24925
select;4800;4800/4;
select;4800;4800/4;
select;4800;4800/4;14367;25256
select;4800;4800/4;14111;24907
select;4800;4800/4;14738;25812
select;4800;4800/4;14720;25746
select;4800;4800/4;14387;25537
select;4800;4800/4;14899;26039
select;4800;4800/4;
select;4800;4800/4;13843;24772
select;4800;4800/4;
select;4800;4800/4;
select;4800;4800/4;14385;25388
select;4800;4800/4;14425;25703
select;4800;4800/4;
select;4800;4800/4;13815;24601
select;4800;4800/4;13552;24510
select;4800;4800/4;14681;25545
select;4800;4800/2;
select;4800;4800/2;14750;25837
select;4800;4800/2;14082;25150
select;4800;4800/2;13315;23284
select;4800;4800/2;13455;23943
select;4800;4800/2;14860;25964
select;4800;4800/2;14852;25756
select;4800;4800/2;14060;24957
select;4800;4800/2;14658;25758
select;4800;4800/2;
select;4800;4800/2;14700;25786
select;4800;4800/2;14137;25056
select;4800;4800/2;13515;24410
select;4800;4800/2;13919;24776
select;4800;4800/2;
select;4800;4800/2;13644;24353
select;4800;4800/2;14490;25576
select;4800;4800/2;14573;25662
select;4800;4800/2;14105;25161
select;4800;4800/2;
select;4800;4800/2;14466;25559
select;4800;4800/2;14058;25009
select;4800;4800/2;15154;26386
select;4800;4800/2;
select;4800;4800/2;13925;25043
select;4800;4800/2;
select;4800;4800/2;
select;4800;4800/2;14901;26067
select;4800;4800/2;14816;25896
select;4800;4800/2;14672;25688
select;4800;4800/2;
select;4800;4800/2;
select;4800;4800/2;15001;25960
select;4800;4800/2;13577;24478
select;4800;4800/2;13791;24898
select;4800;4800/2;14508;25661
select;4800;4800/2;13833;24884
select;4800;4800/2;
select;4800;4800/2;12793;22356
select;4800;4800/2;14621;25805
select;4800;4800/2;15270;26439
select;4800;4800/2;14873;26068
select;4800;4800/2;
select;4800;4800/2;14095;25052
select;4800;4800/2;14190;25260
select;4800;4800/2;
select;4800;4800/2;14943;26152
select;4800;4800/2;14911;26119
select;4800;4800/2;14225;24481
select;4800;4800/2;
select;4800;4800/2;14526;25582
select;4800;4800/2;14331;25216
select;4800;4800/2;14896;25821
select;4800;4800/2;14826;25728
select;4800;4800/2;15061;25988
select;4800;4800/2;12596;22112
select;4800;4800/2;14100;24877
select;4800;4800/2;13773;24896
select;4800;4800/2;14191;25305
select;4800;4800/2;
select;4800;4800/2;14452;25472
select;4800;4800/2;
select;4800;4800/2;14350;25469
select;4800;4800/2;15146;26155
select;4800;4800/2;14191;25276
select;4800;4800/2;13447;23965
select;4800;4800/2;13714;24236
select;4800;4800/2;14495;25462
select;4800;4800/2;14760;25745
select;4800;4800/2;13537;24389
select;4800;4800/2;14655;25436
select;4800;4800/2;
select;4800;4800/2;14838;25898
select;4800;4800/2;
select;4800;4800/2;14443;25490
select;4800;4800/2;14470;25524
select;4800;4800/2;14131;25184
select;4800;4800/2;15034;25907
select;4800;4800/2;14801;25891
select;4800;4800/2;
select;4800;4800/2;14144;24951
select;4800;4800/2;15771;27016
select;4800;4800/2;
select;4800;4800/2;12940;22803
select;4800;4800/2;14829;25670
select;4800;4800/2;14398;25438
select;4800;4800/2;14367;25304
select;4800;4800/2;13990;24903
select;4800;4800/2;14595;25456
select;4800;4800/2;14930;25845
select;4800;4800/2;14713;25360
select;4800;4800/2;14015;25129
select;4800;4800/2;14406;25631
select;4800;4800/2;
select;4800;4800/2;14159;25086
select;4800;4800/2;14615;25702
select;4800;4800/2;14385;25417
select;4800;4800/2;14140;25265
select;4800;4800/2;14334;25270
select;4800;4800/2;13413;24118
select;4800;4800-1;14547;25549
select;4800;4800-1;14146;25055
select;4800;4800-1;14438;25507
select;4800;4800-1;
select;4800;4800-1;14935;26103
select;4800;4800-1;
select;4800;4800-1;14958;25942
select;4800;4800-1;14726;25702
select;4800;4800-1;13947;24983
select;4800;4800-1;14935;25988
select;4800;4800-1;14779;25943
select;4800;4800-1;14611;25672
select;4800;4800-1;14561;25437
select;4800;4800-1;
select;4800;4800-1;14312;24991
select;4800;4800-1;13692;24582
select;4800;4800-1;
select;4800;4800-1;14769;25924
select;4800;4800-1;13498;24063
select;4800;4800-1;14285;25374
select;4800;4800-1;14711;25788
select;4800;4800-1;14245;25129
select;4800;4800-1;13693;24810
select;4800;4800-1;14821;25895
select;4800;4800-1;14344;25314
select;4800;4800-1;
select;4800;4800-1;
select;4800;4800-1;
select;4800;4800-1;14056;25207
select;4800;4800-1;14433;25243
select;4800;4800-1;13894;25018
select;4800;4800-1;13851;24790
select;4800;4800-1;14293;25339
select;4800;4800-1;13805;24770
select;4800;4800-1;15012;26130
select;4800;4800-1;
select;4800;4800-1;13181;23015
select;4800;4800-1;
select;4800;4800-1;14327;24990
select;4800;4800-1;14562;25557
select;4800;4800-1;14765;25820
select;4800;4800-1;14476;25631
select;4800;4800-1;
select;4800;4800-1;14752;25270
select;4800;4800-1;14371;25457
select;4800;4800-1;15004;26145
select;4800;4800-1;14269;25408
select;4800;4800-1;13986;24774
select;4800;4800-1;15063;26148
select;4800;4800-1;
select;4800;4800-1;14451;25646
select;4800;4800-1;13703;23742
select;4800;4800-1;
select;4800;4800-1;
select;4800;4800-1;
select;4800;4800-1;15185;26241
select;4800;4800-1;14145;25018
select;4800;4800-1;14751;25501
select;4800;4800-1;
select;4800;4800-1;
select;4800;4800-1;
select;4800;4800-1;14199;25161
select;4800;4800-1;
select;4800;4800-1;13918;24890
select;4800;4800-1;14595;25726
select;4800;4800-1;14104;25166
select;4800;4800-1;12807;22741
select;4800;4800-1;13807;23877
select;4800;4800-1;
select;4800;4800-1;12682;22516
select;4800;4800-1;
select;4800;4800-1;
select;4800;4800-1;
select;4800;4800-1;14962;25828
select;4800;4800-1;13330;24259
select;4800;4800-1;14347;25387
select;4800;4800-1;
select;4800;4800-1;14372;25073
select;4800;4800-1;14486;25734
select;4800;4800-1;13930;24892
select;4800;4800-1;14483;25729
select;4800;4800-1;13947;25035
select;4800;4800-1;14148;24901
select;4800;4800-1;
select;4800;4800-1;
select;4800;4800-1;14250;25302
select;4800;4800-1;
select;4800;4800-1;14237;25149
select;4800;4800-1;13482;23307
select;4800;4800-1;13542;23692
select;4800;4800-1;15199;26130
select;4800;4800-1;14009;24910
select;4800;4800-1;
select;4800;4800-1;14507;25751
select;4800;4800-1;14534;25579
select;4800;4800-1;
select;4800;4800-1;14733;25654
select;4800;4800-1;14191;25222
select;4800;4800-1;14351;25382
select;4800;4800-1;14769;25616
select;4900;0;14473;25442
select;4900;0;14548;25617
select;4900;0;14162;24949
select;4900;0;14492;25615
select;4900;0;14832;26156
select;4900;0;14470;25444
select;4900;0;14559;25639
select;4900;0;14570;25496
select;4900;0;14476;25657
select;4900;0;14057;24669
select;4900;0;14391;25212
select;4900;0;14685;25784
select;4900;0;14239;25102
select;4900;0;14180;25059
select;4900;0;14683;25936
select;4900;0;14834;26030
select;4900;0;14293;25080
select;4900;0;14337;25215
select;4900;0;14571;25603
select;4900;0;14611;25604
select;4900;0;14570;25679
select;4900;0;14467;25693
select;4900;0;14631;25672
select;4900;0;14711;25757
select;4900;0;14754;25918
select;4900;0;14795;25921
select;4900;0;14500;25621
select;4900;0;14584;25535
select;4900;0;14423;25501
select;4900;0;14185;24878
select;4900;0;14044;24708
select;4900;0;14397;25354
select;4900;0;14477;25314
select;4900;0;14425;25620
select;4900;0;14775;25934
select;4900;0;14340;25126
select;4900;0;14306;25373
select;4900;0;14586;25766
select;4900;0;14262;25086
select;4900;0;14373;25326
select;4900;0;14557;25687
select;4900;0;14763;26012
select;4900;0;14666;25614
select;4900;0;14511;25621
select;4900;0;14772;25812
select;4900;0;14663;25860
select;4900;0;14809;26043
select;4900;0;14888;26230
select;4900;0;14584;25704
select;4900;0;14752;26083
select;4900;0;14517;25553
select;4900;0;14899;26185
select;4900;0;14452;25487
select;4900;0;14039;24591
select;4900;0;14975;26237
select;4900;0;14744;25901
select;4900;0;14869;26239
select;4900;0;14729;25948
select;4900;0;14326;25263
select;4900;0;14289;25361
select;4900;0;14285;25208
select;4900;0;13365;23459
select;4900;0;14695;25871
select;4900;0;14566;25785
select;4900;0;14930;26024
select;4900;0;14924;26076
select;4900;0;14506;25468
select;4900;0;14650;25768
select;4900;0;14630;25704
select;4900;0;14403;25382
select;4900;0;14299;25216
select;4900;0;14528;25415
select;4900;0;14355;25323
select;4900;0;14364;25206
select;4900;0;14791;25738
select;4900;0;14512;25446
select;4900;0;14419;25339
select;4900;0;14715;25834
select;4900;0;14446;25419
select;4900;0;14795;26088
select;4900;0;14400;25415
select;4900;0;14551;25502
select;4900;0;14531;25552
select;4900;0;14800;25890
select;4900;0;14254;25114
select;4900;0;13378;23439
select;4900;0;14338;25355
select;4900;0;14564;25555
select;4900;0;14304;25295
select;4900;0;14053;24698
select;4900;0;14510;25407
select;4900;0;14747;25889
select;4900;0;14620;25611
select;4900;0;14511;25420
select;4900;0;14202;25119
select;4900;0;14703;25634
select;4900;0;14535;25609
select;4900;0;14378;25460
select;4900;0;14759;25842
select;4900;0;14384;25466
select;4900;4900/4;14116;25563
select;4900;4900/4;14792;25904
select;4900;4900/4;15086;26367
select;4900;4900/4;15115;26444
select;4900;4900/4;14030;25378
select;4900;4900/4;15013;26380
select;4900;4900/4;15338;26704
select;4900;4900/4;
select;4900;4900/4;13641;24539
select;4900;4900/4;
select;4900;4900/4;14669;25536
select;4900;4900/4;14774;25665
select;4900;4900/4;13805;25013
select;4900;4900/4;
select;4900;4900/4;14703;25864
select;4900;4900/4;15186;26430
select;4900;4900/4;14976;26323
select;4900;4900/4;14615;25922
select;4900;4900/4;14970;26395
select;4900;4900/4;13900;23953
select;4900;4900/4;14944;26315
select;4900;4900/4;
select;4900;4900/4;15042;26350
select;4900;4900/4;14896;25999
select;4900;4900/4;14906;26166
select;4900;4900/4;15191;26630
select;4900;4900/4;
select;4900;4900/4;15211;26554
select;4900;4900/4;14525;25579
select;4900;4900/4;
select;4900;4900/4;
select;4900;4900/4;14519;25164
select;4900;4900/4;
select;4900;4900/4;
select;4900;4900/4;15083;26314
select;4900;4900/4;13844;23913
select;4900;4900/4;
select;4900;4900/4;14118;25458
select;4900;4900/4;14152;25562
select;4900;4900/4;15277;26627
select;4900;4900/4;14879;25889
select;4900;4900/4;14078;25422
select;4900;4900/4;
select;4900;4900/4;15309;26729
select;4900;4900/4;15066;26284
select;4900;4900/4;14991;26258
select;4900;4900/4;15033;26423
select;4900;4900/4;14673;26032
select;4900;4900/4;14703;25985
select;4900;4900/4;15206;26554
select;4900;4900/4;15130;26546
select;4900;4900/4;15355;26745
select;4900;4900/4;14729;26015
select;4900;4900/4;14814;25882
select;4900;4900/4;13783;24410
select;4900;4900/4;14607;25348
select;4900;4900/4;14494;25798
select;4900;4900/4;14451;25690
select;4900;4900/4;
select;4900;4900/4;
select;4900;4900/4;14694;25991
select;4900;4900/4;
select;4900;4900/4;14461;25748
select;4900;4900/4;
select;4900;4900/4;14798;25804
select;4900;4900/4;
select;4900;4900/4;
select;4900;4900/4;14217;25514
select;4900;4900/4;14576;25889
select;4900;4900/4;14759;25935
select;4900;4900/4;
select;4900;4900/4;14675;25786
select;4900;4900/4;14160;25274
select;4900;4900/4;14450;25686
select;4900;4900/4;14249;25593
select;4900;4900/4;15238;26294
select;4900;4900/4;
select;4900;4900/4;15331;26512
select;4900;4900/4;14754;25812
select;4900;4900/4;14866;26136
select;4900;4900/4;
select;4900;4900/4;14754;26130
select;4900;4900/4;14651;25997
select;4900;4900/4;
select;4900;4900/4;15183;26488
select;4900;4900/4;12849;23075
select;4900;4900/4;14828;26154
select;4900;4900/4;15015;26193
select;4900;4900/4;13648;24529
select;4900;4900/4;
select;4900;4900/4;
select;4900;4900/4;13951;25255
select;4900;4900/4;
select;4900;4900/4;15128;26580
select;4900;4900/4;15032;26246
select;4900;4900/4;
select;4900;4900/4;14585;25884
select;4900;4900/4;14595;26022
select;4900;4900/4;14823;25892
select;4900;4900/4;13934;25040
select;4900;4900/2;14576;25495
select;4900;4900/2;
select;4900;4900/2;14213;25164
select;4900;4900/2;14468;25887
select;4900;4900/2;14475;25685
select;4900;4900/2;
select;4900;4900/2;14904;26165
select;4900;4900/2;
select;4900;4900/2;
select;4900;4900/2;15166;26474
select;4900;4900/2;15035;26342
select;4900;4900/2;14662;26140
select;4900;4900/2;15424;26908
select;4900;4900/2;14932;25897
select;4900;4900/2;14918;25956
select;4900;4900/2;14295;24963
select;4900;4900/2;
select;4900;4900/2;
select;4900;4900/2;
select;4900;4900/2;15486;26801
select;4900;4900/2;
select;4900;4900/2;14035;25046
select;4900;4900/2;
select;4900;4900/2;13744;23961
select;4900;4900/2;14807;26096
select;4900;4900/2;14916;26115
select;4900;4900/2;15307;26526
select;4900;4900/2;14933;26277
select;4900;4900/2;14678;26140
select;4900;4900/2;
select;4900;4900/2;15426;26660
select;4900;4900/2;14916;26088
select;4900;4900/2;14052;25264
select;4900;4900/2;15203;26579
select;4900;4900/2;
select;4900;4900/2;14751;26162
select;4900;4900/2;14473;25675
select;4900;4900/2;15194;26511
select;4900;4900/2;14176;24101
select;4900;4900/2;14852;25875
select;4900;4900/2;14188;25398
select;4900;4900/2;13856;24575
select;4900;4900/2;14698;25974
select;4900;4900/2;15093;26308
select;4900;4900/2;
select;4900;4900/2;14509;25754
select;4900;4900/2;15354;26686
select;4900;4900/2;15035;26378
select;4900;4900/2;13179;23519
select;4900;4900/2;14585;25847
select;4900;4900/2;15454;26914
select;4900;4900/2;15512;26717
select;4900;4900/2;
select;4900;4900/2;
select;4900;4900/2;
select;4900;4900/2;13589;24380
select;4900;4900/2;15405;26832
select;4900;4900/2;13159;23017
select;4900;4900/2;14969;26081
select;4900;4900/2;
select;4900;4900/2;14818;26164
select;4900;4900/2;14475;25699
select;4900;4900/2;15159;26484
select;4900;4900/2;14961;26313
select;4900;4900/2;14192;25562
select;4900;4900/2;
select;4900;4900/2;13727;24995
select;4900;4900/2;
select;4900;4900/2;
select;4900;4900/2;14546;25846
select;4900;4900/2;14554;25753
select;4900;4900/2;14400;25476
select;4900;4900/2;14159;25281
select;4900;4900/2;15297;26347
select;4900;4900/2;14170;25419
select;4900;4900/2;15373;26684
select;4900;4900/2;14746;25718
select;4900;4900/2;
select;4900;4900/2;13595;24048
select;4900;4900/2;
select;4900;4900/2;13156;23113
select;4900;4900/2;14568;25782
select;4900;4900/2;14994;26294
select;4900;4900/2;14894;25983
select;4900;4900/2;15340;26787
select;4900;4900/2;14626;25906
select;4900;4900/2;13924;25230
select;4900;4900/2;14553;25839
select;4900;4900/2;15337;26691
select;4900;4900/2;14691;26241
select;4900;4900/2;15033;26386
select;4900;4900/2;14973;26149
select;4900;4900/2;14458;25203
select;4900;4900/2;14813;26118
select;4900;4900/2;14833;25938
select;4900;4900/2;14818;25746
select;4900;4900/2;15227;26870
select;4900;4900/2;
select;4900;4900/2;13839;24952
select;4900;4900/2;14091;25190
select;4900;4900-1;
select;4900;4900-1;14872;26345
select;4900;4900-1;
select;4900;4900-1;15198;26424
select;4900;4900-1;14865;25957
select;4900;4900-1;14694;26045
select;4900;4900-1;14664;25960
select;4900;4900-1;14728;26221
select;4900;4900-1;13384;23559
select;4900;4900-1;15373;26679
select;4900;4900-1;15275;26775
select;4900;4900-1;14149;24998
select;4900;4900-1;14846;26264
select;4900;4900-1;14835;26095
select;4900;4900-1;14814;25826
select;4900;4900-1;15690;27155
select;4900;4900-1;13167;23096
select;4900;4900-1;14349;25533
select;4900;4900-1;15460;26579
select;4900;4900-1;15254;26583
select;4900;4900-1;13956;24862
select;4900;4900-1;14822;25866
select;4900;4900-1;14702;25987
select;4900;4900-1;
select;4900;4900-1;13880;24917
select;4900;4900-1;14717;26087
select;4900;4900-1;15428;26784
select;4900;4900-1;14017;24168
select;4900;4900-1;14326;25479
select;4900;4900-1;14743;25821
select;4900;4900-1;14277;25656
select;4900;4900-1;14517;25724
select;4900;4900-1;15437;26814
select;4900;4900-1;
select;4900;4900-1;
select;4900;4900-1;13593;24331
select;4900;4900-1;
select;4900;4900-1;14717;25935
select;4900;4900-1;14320;24994
select;4900;4900-1;13649;23895
select;4900;4900-1;
select;4900;4900-1;
select;4900;4900-1;
select;4900;4900-1;
select;4900;4900-1;15056;26214
select;4900;4900-1;
select;4900;4900-1;14508;25764
select;4900;4900-1;12510;22451
select;4900;4900-1;
select;4900;4900-1;15496;26670
select;4900;4900-1;
select;4900;4900-1;15396;26648
select;4900;4900-1;14210;25599
select;4900;4900-1;13456;23324
select;4900;4900-1;
select;4900;4900-1;14104;25054
select;4900;4900-1;
select;4900;4900-1;15028;26126
select;4900;4900-1;
select;4900;4900-1;15127;26478
select;4900;4900-1;13658;24214
select;4900;4900-1;14681;25860
select;4900;4900-1;15100;26366
select;4900;4900-1;
select;4900;4900-1;14748;25724
select;4900;4900-1;15129;26325
select;4900;4900-1;14516;25709
select;4900;4900-1;13995;24995
select;4900;4900-1;15209;26662
select;4900;4900-1;14924;26075
select;4900;4900-1;14800;25985
select;4900;4900-1;14248;25439
select;4900;4900-1;15043;26473
select;4900;4900-1;14755;26125
select;4900;4900-1;13685;23956
select;4900;4900-1;14782;26067
select;4900;4900-1;15477;26953
select;4900;4900-1;13917;24523
select;4900;4900-1;
select;4900;4900-1;15161;26546
select;4900;4900-1;14647;25937
select;4900;4900-1;15247;26310
select;4900;4900-1;14871;26233
select;4900;4900-1;15139;26226
select;4900;4900-1;14973;26184
select;4900;4900-1;14782;26007
select;4900;4900-1;14297;25290
select;4900;4900-1;
select;4900;4900-1;14991;26126
select;4900;4900-1;13882;25062
select;4900;4900-1;14829;26068
select;4900;4900-1;14867;26163
select;4900;4900-1;14151;25354
select;4900;4900-1;
select;4900;4900-1;14958;26207
select;4900;4900-1;15126;26521
select;4900;4900-1;15444;26777
select;4900;4900-1;
select;4900;4900-1;14837;26116
select;4900;4900-1;14473;25655
select;5000;0;14907;26390
select;5000;0;14813;26060
select;5000;0;14723;25983
select;5000;0;14690;25693
select;5000;0;14801;25849
select;5000;0;15073;26366
select;5000;0;14862;26201
select;5000;0;15147;26613
select;5000;0;13670;24073
select;5000;0;14706;25925
select;5000;0;15101;26516
select;5000;0;15049;26596
select;5000;0;14129;24848
select;5000;0;15164;26797
select;5000;0;14545;25831
select;5000;0;15178;26821
select;5000;0;14946;26362
select;5000;0;14901;26289
select;5000;0;14757;26047
select;5000;0;14907;26306
select;5000;0;14644;25641
select;5000;0;14993;26407
select;5000;0;15282;26998
select;5000;0;14563;25847
select;5000;0;14890;26291
select;5000;0;14728;25883
select;5000;0;14899;26480
select;5000;0;14862;26155
select;5000;0;14873;26056
select;5000;0;15087;26499
select;5000;0;13447;23419
select;5000;0;14606;25574
select;5000;0;14913;26387
select;5000;0;13525;23809
select;5000;0;13495;23718
select;5000;0;15119;26482
select;5000;0;14549;25667
select;5000;0;14844;26027
select;5000;0;13815;24359
select;5000;0;15041;26456
select;5000;0;14912;26253
select;5000;0;14720;25959
select;5000;0;14950;26314
select;5000;0;14844;26157
select;5000;0;15020;26229
select;5000;0;14788;26063
select;5000;0;14826;26253
select;5000;0;14751;25955
select;5000;0;14731;25868
select;5000;0;14889;26179
select;5000;0;14983;26418
select;5000;0;14841;26322
select;5000;0;14792;25832
select;5000;0;14666;26016
select;5000;0;15062;26397
select;5000;0;14971;26374
select;5000;0;15238;26753
select;5000;0;15086;26317
select;5000;0;14538;25635
select;5000;0;14889;26475
select;5000;0;14865;26248
select;5000;0;14081;24500
select;5000;0;14665;25899
select;5000;0;15071;26503
select;5000;0;14826;26193
select;5000;0;14716;25871
select;5000;0;14844;26010
select;5000;0;14744;25969
select;5000;0;15098;26644
select;5000;0;15465;27113
select;5000;0;14911;26091
select;5000;0;15013;26398
select;5000;0;13398;23559
select;5000;0;14812;26020
select;5000;0;14884;26083
select;5000;0;14792;25984
select;5000;0;14823;26145
select;5000;0;14949;26327
select;5000;0;14790;25999
select;5000;0;14917;26346
select;5000;0;15046;26471
select;5000;0;14951;26249
select;5000;0;14208;25093
select;5000;0;14953;26430
select;5000;0;15022;26511
select;5000;0;14851;26508
select;5000;0;13700;24125
select;5000;0;14618;25720
select;5000;0;14644;25756
select;5000;0;14993;26373
select;5000;0;14954;26418
select;5000;0;14806;26042
select;5000;0;14711;25884
select;5000;0;15151;26666
select;5000;0;13174;23124
select;5000;0;14847;26079
select;5000;0;14807;25982
select;5000;0;15134;26550
select;5000;0;15220;26832
select;5000;0;14965;26164
select;5000;5000/4;16272;27980
select;5000;5000/4;14603;26192
select;5000;5000/4;15721;27491
select;5000;5000/4;15029;26407
select;5000;5000/4;14804;26030
select;5000;5000/4;14292;25902
select;5000;5000/4;
select;5000;5000/4;15617;27068
select;5000;5000/4;15528;27096
select;5000;5000/4;
select;5000;5000/4;15186;26199
select;5000;5000/4;14832;26364
select;5000;5000/4;16019;27761
select;5000;5000/4;15425;27060
select;5000;5000/4;15712;27405
select;5000;5000/4;
select;5000;5000/4;
select;5000;5000/4;14476;26063
select;5000;5000/4;15295;26673
select;5000;5000/4;
select;5000;5000/4;15046;26391
select;5000;5000/4;
select;5000;5000/4;14525;25935
select;5000;5000/4;
select;5000;5000/4;13991;25052
select;5000;5000/4;
select;5000;5000/4;14382;25743
select;5000;5000/4;16066;27598
select;5000;5000/4;
select;5000;5000/4;14443;25547
select;5000;5000/4;14949;26298
select;5000;5000/4;
select;5000;5000/4;13154;23331
select;5000;5000/4;15285;26582
select;5000;5000/4;14465;25587
select;5000;5000/4;14866;26527
select;5000;5000/4;
select;5000;5000/4;14930;26165
select;5000;5000/4;14165;25501
select;5000;5000/4;
select;5000;5000/4;15121;26764
select;5000;5000/4;15585;27115
select;5000;5000/4;15001;26582
select;5000;5000/4;15367;26983
select;5000;5000/4;15012;26494
select;5000;5000/4;15302;26793
select;5000;5000/4;15653;27379
select;5000;5000/4;
select;5000;5000/4;
select;5000;5000/4;14751;25477
select;5000;5000/4;15407;26772
select;5000;5000/4;15404;26970
select;5000;5000/4;15053;26298
select;5000;5000/4;
select;5000;5000/4;15340;26357
select;5000;5000/4;14709;26195
select;5000;5000/4;
select;5000;5000/4;15897;27470
select;5000;5000/4;15816;27244
select;5000;5000/4;14350;25442
select;5000;5000/4;15699;27114
select;5000;5000/4;
select;5000;5000/4;14621;25861
select;5000;5000/4;16037;27610
select;5000;5000/4;14849;26268
select;5000;5000/4;14894;26263
select;5000;5000/4;14544;25015
select;5000;5000/4;14194;24495
select;5000;5000/4;13043;22911
select;5000;5000/4;15412;27070
select;5000;5000/4;14382;26064
select;5000;5000/4;14890;26441
select;5000;5000/4;15430;27041
select;5000;5000/4;15400;27028
select;5000;5000/4;15031;26574
select;5000;5000/4;15067;26665
select;5000;5000/4;15358;26874
select;5000;5000/4;15538;27142
select;5000;5000/4;15040;26494
select;5000;5000/4;15456;27095
select;5000;5000/4;14174;25611
select;5000;5000/4;14475;26049
select;5000;5000/4;
select;5000;5000/4;14341;25850
select;5000;5000/4;15879;27403
select;5000;5000/4;15569;27150
select;5000;5000/4;15699;26949
select;5000;5000/4;
select;5000;5000/4;14642;26021
select;5000;5000/4;15271;26638
select;5000;5000/4;14967;26341
select;5000;5000/4;14729;26093
select;5000;5000/4;14853;26265
select;5000;5000/4;15059;26364
select;5000;5000/4;15046;26552
select;5000;5000/4;14674;25898
select;5000;5000/4;
select;5000;5000/4;14770;26186
select;5000;5000/4;14553;26075
select;5000;5000/4;
select;5000;5000/2;13032;23030
select;5000;5000/2;14453;25843
select;5000;5000/2;15503;27019
select;5000;5000/2;14188;25384
select;5000;5000/2;15223;26850
select;5000;5000/2;15285;26549
select;5000;5000/2;14965;26514
select;5000;5000/2;15030;26389
select;5000;5000/2;15039;26626
select;5000;5000/2;15632;27136
select;5000;5000/2;14128;25524
select;5000;5000/2;13290;23339
select;5000;5000/2;
select;5000;5000/2;
select;5000;5000/2;14523;26109
select;5000;5000/2;15056;26526
select;5000;5000/2;15435;26991
select;5000;5000/2;14682;26319
select;5000;5000/2;15428;26991
select;5000;5000/2;14685;26204
select;5000;5000/2;14841;26265
select;5000;5000/2;
select;5000;5000/2;15167;26675
select;5000;5000/2;
select;5000;5000/2;14935;26509
select;5000;5000/2;15748;27224
select;5000;5000/2;15255;26804
select;5000;5000/2;15974;27584
select;5000;5000/2;16050;27598
select;5000;5000/2;14788;26315
select;5000;5000/2;
select;5000;5000/2;14489;25517
select;5000;5000/2;15093;26649
select;5000;5000/2;14967;26241
select;5000;5000/2;14000;25376
select;5000;5000/2;14092;24441
select;5000;5000/2;
select;5000;5000/2;15232;26614
select;5000;5000/2;
select;5000;5000/2;14663;26093
select;5000;5000/2;14306;25807
select;5000;5000/2;14862;26562
select;5000;5000/2;
select;5000;5000/2;15207;26635
select;5000;5000/2;15362;26863
select;5000;5000/2;15167;26721
select;5000;5000/2;15019;26626
select;5000;5000/2;14416;26006
select;5000;5000/2;15202;26674
select;5000;5000/2;14696;25679
select;5000;5000/2;14727;26262
select;5000;5000/2;15119;26311
select;5000;5000/2;15472;26924
select;5000;5000/2;15749;27304
select;5000;5000/2;15199;26781
select;5000;5000/2;14855;26362
select;5000;5000/2;15077;26441
select;5000;5000/2;15434;27043
select;5000;5000/2;14662;26044
select;5000;5000/2;14747;26329
select;5000;5000/2;15089;26586
select;5000;5000/2;
select;5000;5000/2;14727;25283
select;5000;5000/2;15713;27240
select;5000;5000/2;14788;26106
select;5000;5000/2;14890;26533
select;5000;5000/2;15103;26402
select;5000;5000/2;14750;26084
select;5000;5000/2;14772;26333
select;5000;5000/2;15237;26117
select;5000;5000/2;13970;24703
select;5000;5000/2;14880;26265
select;5000;5000/2;
select;5000;5000/2;14674;25851
select;5000;5000/2;14686;26234
select;5000;5000/2;
select;5000;5000/2;15557;27122
select;5000;5000/2;14902;26407
select;5000;5000/2;14472;25713
select;5000;5000/2;14793;25274
select;5000;5000/2;14634;25886
select;5000;5000/2;14937;26201
select;5000;5000/2;
select;5000;5000/2;
select;5000;5000/2;15723;27382
select;5000;5000/2;14648;25324
select;5000;5000/2;15400;26803
select;5000;5000/2;
select;5000;5000/2;
select;5000;5000/2;14761;26402
select;5000;5000/2;14814;26197
select;5000;5000/2;14997;26138
select;5000;5000/2;14953;26484
select;5000;5000/2;15266;26865
select;5000;5000/2;15009;26567
select;5000;5000/2;15350;26764
select;5000;5000/2;14209;25543
select;5000;5000/2;15610;27312
select;5000;5000/2;14534;26111
select;5000;5000/2;
select;5000;5000-1;14391;25579
select;5000;5000-1;15431;26527
select;5000;5000-1;14644;26266
select;5000;5000-1;15437;27110
select;5000;5000-1;
select;5000;5000-1;15404;27036
select;5000;5000-1;15641;27125
select;5000;5000-1;14377;25627
select;5000;5000-1;14125;25159
select;5000;5000-1;15810;27380
select;5000;5000-1;14756;26169
select;5000;5000-1;13781;24384
select;5000;5000-1;14620;26237
select;5000;5000-1;14981;26520
select;5000;5000-1;15195;26622
select;5000;5000-1;15081;26670
select;5000;5000-1;15601;27151
select;5000;5000-1;13657;24072
select;5000;5000-1;
select;5000;5000-1;15657;27193
select;5000;5000-1;14751;26104
select;5000;5000-1;
select;5000;5000-1;15303;26807
select;5000;5000-1;
select;5000;5000-1;15259;26662
select;5000;5000-1;
select;5000;5000-1;14918;26472
select;5000;5000-1;14365;25883
select;5000;5000-1;14442;25997
