type;n;k;comp;swaps
rselect: 18, total number of comparisons: 2435, total number of swaps: 2457
qselect: 2256, total number of comparisons: 0, total number of swaps: 0
rselect: 30, total number of comparisons: 5863, total number of swaps: 5891
qselect: 1731, total number of comparisons: 0, total number of swaps: 0
rselect: 26, total number of comparisons: 3615, total number of swaps: 3645
qselect: 3411, total number of comparisons: 0, total number of swaps: 0
rselect: 26, total number of comparisons: 711, total number of swaps: 727
qselect: 1634, total number of comparisons: 0, total number of swaps: 0
rselect: 28, total number of comparisons: 2864, total number of swaps: 2882
qselect: 3553, total number of comparisons: 0, total number of swaps: 0
rselect: 31, total number of comparisons: 1335, total number of swaps: 1359
qselect: 1020, total number of comparisons: 0, total number of swaps: 0
rselect: 22, total number of comparisons: 2965, total number of swaps: 2985
qselect: 3863, total number of comparisons: 0, total number of swaps: 0
rselect: 25, total number of comparisons: 87, total number of swaps: 97
qselect: 3639, total number of comparisons: 0, total number of swaps: 0
rselect: 21, total number of comparisons: 2702, total number of swaps: 2722
qselect: 2848, total number of comparisons: 0, total number of swaps: 0
